n,fne_min_delta_A,fne_min_delta_B,fne_viol_A,fne_viol_B,rA,rB,augmented_residual,inner_residual,inner_iterations
92,6.4711172212912087e-05,2.4640357429136393e-05,0,0,-0.00088922046127862253,2.0816681711721685e-17,-0.00088922046127862253,0,0
93,1.3192926905485144e-06,5.0191907941907827e-06,0,0,-0.0006533849374931594,0,-0.0006533849374935341,0,0
94,1.1201549220876221e-05,1.3450989709333141e-05,0,0,-0.00017068101523152329,3.4694469519536142e-18,-0.00017068101523554785,0,0
95,9.0653855770985828e-05,9.6646590545822351e-07,0,0,-0.0010028120412674014,-3.0357660829594124e-18,-0.001002812041266973,0,0
96,5.7096110338018057e-06,1.044093366242941e-07,0,0,-0.00047926512953277989,-1.8214596497756474e-17,-0.000479265129528679,0,0
97,6.9468322040745038e-06,1.4822821381582772e-07,0,0,-0.00026246434648309613,-4.8572257327350599e-17,-0.00026246434648682926,0,0
98,0.0011132833157485127,6.5213104071382916e-06,0,0,-0.00097973505793932936,-1.2490009027033011e-16,-0.00097973505793522153,0,0
99,1.0354324044285978e-05,1.8936405622066351e-06,0,0,-0.00034841549780312286,6.9388939039072284e-18,-0.00034841549780534331,0,0
100,0.00016048673603818851,9.5181182250979847e-06,0,0,-0.0003436400380659177,-2.2204460492503131e-16,-0.00034364003806575116,0,0
101,6.8726099518846728e-05,1.4925210585700858e-05,0,0,-0.00082098240033531833,1.1796119636642288e-16,-0.00082098240033412484,0,0
102,7.2977043884108644e-05,5.8618308527969001e-07,0,0,-0.00022446845186901987,9.3675067702747583e-17,-0.00022446845187196196,0,0
103,0.0038584242879219702,4.0816853126834602e-05,0,0,-0.00033280343680303082,-1.0408340855860843e-17,-0.00033280343679864544,0,0
104,0.0035802052440350868,7.3241875835483493e-06,0,0,-0.00050401571986358196,-2.3939183968479938e-16,-0.0005040157198648032,0,0
105,1.5454527003192057e-05,9.665574444624372e-07,0,0,-7.8275612587219712e-05,8.6215756756047313e-16,-7.8275612590550381e-05,0,0
106,4.6935714504317533e-08,2.2281130544641364e-06,0,0,-0.00017490864067881695,6.123573870198129e-16,-0.00017490864067681855,0,0
107,6.8003834602540581e-05,5.4926984748654272e-06,0,0,-0.00013557569330169272,5.9327542878406803e-16,-0.00013557569330302499,0,0
108,2.4179583095643645e-05,4.244523969556547e-06,0,0,-5.8667277758051029e-07,1.259409243559162e-15,-5.8667277169632825e-07,0,0
109,0.0014427070969508075,3.5657144954802183e-06,0,0,-1.2389332485707172e-05,3.7470027081099033e-16,-1.2389332490148064e-05,0,0
110,0.0094547384410250748,1.0333047458060472e-06,0,0,-4.5316271987116963e-06,3.3306690738754696e-16,-4.5316271939377373e-06,0,0
111,0.00056448491538219645,9.3205255452182607e-07,0,0,-0.00013595696105672683,5.2041704279304213e-16,-0.00013595696105994648,0,0
112,0.00011395876104715244,2.6023534932302318e-07,0,0,-5.4282622180990003e-05,5.8286708792820718e-16,-5.4282622179435691e-05,0,0
113,1.2912455727831838e-05,6.5600547389137893e-07,0,0,-0.00020992299348399079,6.3837823915946501e-16,-0.00020992299348421284,0,0
114,0.0028800833534243816,8.838382916548187e-08,0,0,-0.00039300056639968162,-1.1102230246251565e-16,-0.0003930005664005698,0,0
115,0.00065685387231258956,2.1123890227667652e-08,0,0,-0.00023726496943982101,2.7755575615628914e-17,-0.00023726496943510256,0,0
116,0.00012065835944614774,1.7192267996688898e-05,0,0,-0.00049305949623312806,-1.1102230246251565e-16,-0.00049305949623368317,0,0
117,1.1257616603803648e-05,3.7949470540820036e-07,0,0,-0.00055301543362090699,2.4980018054066022e-16,-0.00055301543362473726,0,0
118,0.00077194116311131455,5.5537402041767848e-08,0,0,-0.0003848185613054278,5.5511151231257827e-17,-0.00038481856129957137,0,0
119,0.00012117729310081072,0.00021412259792138658,0,0,-0.00065133479742410239,2.3592239273284576e-16,-0.00065133479742451872,0,0
120,0.00051986595916345276,5.0574726108833222e-06,0,0,-0.00057821289100518092,8.3266726846886741e-17,-0.00057821289100876139,0,0
121,0.00024705638427651008,1.9003599143346026e-07,0,0,-0.00046104045451848819,-9.3675067702747583e-17,-0.00046104045452073639,0,0
122,0.0013809228720579945,6.1956729904362085e-07,0,0,-0.00069460721462267019,4.0766001685454967e-17,-0.00069460721462090771,0,0
123,0.0039099739535831575,2.8506126431390164e-07,0,0,-0.00054639180574035315,6.7220534694101275e-17,-0.00054639180574022825,0,0
124,0.0044553989862572774,8.3928236511476605e-10,0,0,-0.00050137004134658686,-7.2858385991025898e-17,-0.00050137004134288843,0,0
125,9.5691736791304389e-05,3.2890204346415923e-06,0,0,-0.00067723677224695855,-6.9388939039072284e-18,-0.00067723677224824919,0,0
126,4.5129554233274117e-05,1.0393824992540612e-05,0,0,-0.00049844915033053772,-1.8041124150158794e-16,-0.00049844915033320225,0,0
127,9.0140061010737181e-05,9.7754092624755488e-07,0,0,-0.00050604737534917787,3.8857805861880479e-16,-0.00050604737534887256,0,0
128,0.00036667862864545731,1.3066068785512402e-06,0,0,-0.00059523804570998928,3.0531133177191805e-16,-0.00059523804570638106,0,0
129,4.3250054765506748e-06,1.1775827744023541e-05,0,0,-0.0004060956836366425,4.4408920985006262e-16,-0.00040609568363925153,0,0
130,0.00021777046982472759,1.753148352951451e-07,0,0,-0.00041929627075176779,-3.3306690738754696e-16,-0.00041929627074910325,0,0
131,0.00054410386133574404,2.570917177803582e-05,0,0,-0.00040073445931942953,-8.8817841970012523e-16,-0.00040073445932442553,0,0
132,0.00014735219472493557,7.0185850888845397e-07,0,0,-0.00022468543810727493,0,-0.00022468543810472141,0,0
133,4.9608842296768883e-06,6.5041698872839355e-07,0,0,-0.00020772273431235444,1.3877787807814457e-17,-0.00020772273431335364,0,0
134,0.00077392263657155135,1.6657534738992849e-05,0,0,-0.00012878094714208199,1.1102230246251565e-15,-0.00012878094714041666,0,0
135,3.1412463717465912e-05,4.9540028048398455e-09,0,0,-3.1877437788319085e-05,2.6367796834847468e-16,-3.1877437791649754e-05,0,0
136,0.0032246376121013477,4.8074993286686275e-09,0,0,-1.5888491512683345e-05,1.8041124150158794e-16,-1.5888491510906988e-05,0,0
137,5.7046374526093787e-06,8.0652555167542277e-07,0,0,-5.7785643425845024e-07,-4.9960036108132044e-16,-5.7785643337027182e-07,0,0
138,4.7730174904503949e-06,9.8554916135402273e-06,0,0,-3.6106530424184768e-05,3.8857805861880479e-16,-3.6106530419743876e-05,0,0
139,9.2891844537143912e-06,2.2977045202612451e-10,0,0,-5.9854596878405886e-05,1.0130785099704553e-15,-5.9854596881958599e-05,0,0
140,0.012884040822074998,2.1420856762078639e-05,0,0,-0.00015309739415425572,7.9103390504542404e-16,-0.00015309739414881562,0,0
141,2.7324278083622984e-05,3.8171982920750059e-05,0,0,-0.00024922130965432387,5.6898930012039273e-16,-0.00024922130966054112,0,0
142,0.00081181025882908181,1.1269509814483741e-06,0,0,-0.00027528457193271016,-2.2204460492503131e-16,-0.00027528457192915745,0,0
143,0.001728282808712083,1.0698881920412836e-07,0,0,-0.00039875078229650862,-9.4368957093138306e-16,-0.00039875078229734129,0,0
144,0.00065664448547541211,4.405511984389159e-06,0,0,-0.00045153853812418543,-3.0531133177191805e-16,-0.00045153853812429645,0,0
145,1.6526247737275766e-05,3.1063825188941347e-06,0,0,-0.00044933863690943543,1.0269562977782698e-15,-0.00044933863691032361,0,0
146,8.0200268504422385e-06,3.7333115355281602e-07,0,0,-0.00054541418153139509,6.9388939039072284e-16,-0.00054541418152775911,0,0
147,0.00010244806198446807,5.7397608574196221e-06,0,0,-0.00053854877615744368,-5.5511151231257827e-17,-0.00053854877615749919,0,0
148,0.00018012718181296399,1.1412459750292029e-06,0,0,-0.00052617110597136252,-2.3592239273284576e-16,-0.00052617110597544259,0,0
149,0.00039687161363377365,2.1657601330437064e-07,0,0,-0.0005924929136235102,-5.5511151231257827e-17,-0.00059249291361938849,0,0
150,0.00010432692819215049,2.0074315596762316e-06,0,0,-0.0005548460834822258,-3.8337388819087437e-16,-0.0005548460834848834,0,0
151,3.8464634110919721e-05,1.6219120755502804e-05,0,0,-0.00055148099603325763,-4.1741783640691921e-18,-0.00055148099603598115,0,0
152,6.4734045295373519e-07,1.477503017932239e-06,0,0,-0.00059316389129597524,1.7867651802561113e-16,-0.00059316389129146496,0,0
153,0.0034497169349904087,2.3284496191354624e-07,0,0,-0.00054181830601897352,-3.1225022567582528e-16,-0.00054181830601982006,0,0
154,3.4536285470838879e-05,3.6355677484323429e-05,0,0,-0.00054221995801953526,0,-0.00054221995802172795,0,0
155,6.3367169238021253e-05,4.1905020059432725e-08,0,0,-0.00054787355537380678,2.7755575615628914e-17,-0.00054787355537289084,0,0
156,0.0007555212895441263,8.2672128344451892e-08,0,0,-0.0004768004622615063,5.5511151231257827e-17,-0.00047680046226106221,0,0
157,0.00031721629446285546,3.1997236282253906e-06,0,0,-0.00045394403338350209,-3.6082248300317588e-16,-0.00045394403338328004,0,0
158,0.00022862810996704616,3.4754732849175882e-05,0,0,-0.00040374529732939424,2.7755575615628914e-16,-0.0004037452973302269,0,0
159,0.0028820903322065447,1.0727743626853922e-05,0,0,-0.00030519386342181543,4.3021142204224816e-16,-0.00030519386342287014,0,0
160,0.00030560635622339571,3.4131215630218072e-10,0,0,-0.0002446953322272627,5.4123372450476381e-16,-0.00024469533222681861,0,0
161,1.0505586496706771e-07,1.7322380449065441e-06,0,0,-0.00015988410681122556,-2.7755575615628914e-16,-0.00015988410681089249,0,0
162,0.0018942908976608474,3.5632651591174413e-08,0,0,-7.6451726665038855e-05,1.4779844015322396e-15,-7.6451726659820807e-05,0,0
163,7.5846293935958373e-06,4.4037429898459321e-07,0,0,-3.1088846304760942e-05,7.5633943552588789e-16,-3.1088846309534901e-05,0,0
164,0.0001465744903845798,2.7923311049239962e-06,0,0,-1.7972787378361943e-06,9.3328123007552222e-16,-1.7972787338393914e-06,0,0
165,0.0033541496825700676,1.9553119412873781e-08,0,0,-8.6657388559396864e-06,1.1449174941446927e-16,-8.6657388571609317e-06,0,0
166,0.0019095382041238102,8.9003058593426811e-06,0,0,-3.9619496271736665e-05,5.5684623578855508e-16,-3.9619496267961907e-05,0,0
167,0.00018391921583664784,5.4501190123637501e-05,0,0,-0.00010458860801654257,3.6429192995512949e-17,-0.000104588608018652,0,0
168,0.00050670686272673304,2.6498339810618846e-06,0,0,-0.00018028798595193241,5.1868231931706532e-16,-0.00018028798595204343,0,0
169,0.0010477177768585086,1.5774627418123391e-06,0,0,-0.00024553788586645364,5.8980598183211441e-16,-0.00024553788586700875,0,0
170,9.685051712159747e-07,4.5990255491345784e-07,0,0,-0.00033090839236382674,5.2041704279304213e-18,-0.00033090839236338265,0,0
171,2.7337497102937579e-05,5.0188253309829007e-06,0,0,-0.00038892190103384516,2.0816681711721685e-16,-0.00038892190103045898,0,0
172,0.0018542234494816645,4.5697235465488461e-06,0,0,-0.00042692843546024428,-2.2898349882893854e-16,-0.00042692843546210391,0,0
173,3.5488259890355591e-05,2.5648515563740627e-09,0,0,-0.00047816818928253513,1.3877787807814457e-16,-0.00047816818928358984,0,0
174,0.0043027782594674243,4.7568415016572539e-07,0,0,-0.00049347488287423968,-9.0205620750793969e-17,-0.0004934748828721025,0,0
175,4.6968126361932997e-05,5.8285432330864378e-06,0,0,-0.0005039018936855294,2.7755575615628914e-17,-0.00050390189368354488,0,0
176,0.0020134318567975786,2.0754326424929242e-06,0,0,-0.00052677693454487862,6.9388939039072284e-18,-0.00052677693454990238,0,0
177,0.0017976107634551926,1.0015706215628311e-06,0,0,-0.00051979140821584169,1.474514954580286e-17,-0.00051979140821526576,0,0
178,0.0014734441567043277,1.0627481119058182e-06,0,0,-0.00052160983508498741,-3.8651807449108233e-17,-0.00052160983508673254,0,0
179,6.2834455633068874e-05,1.751622764954624e-06,0,0,-0.00052995162085173186,-2.0816681711721685e-17,-0.00052995162085060776,0,0
180,0.0029901041649446776,2.3095736637222444e-06,0,0,-0.00051331969426839097,-8.3266726846886741e-17,-0.00051331969426714197,0,0
181,2.5680435755315472e-05,2.0468930992387998e-07,0,0,-0.00050810712257998158,6.2450045135165055e-17,-0.00050810712257889912,0,0
182,0.000554013669660116,7.5579855408919286e-08,0,0,-0.00049696768795920443,-3.4694469519536142e-17,-0.00049696768795789992,0,0
183,0.00076615059157002327,2.3775334468095132e-05,0,0,-0.00046132976285312433,4.8572257327350599e-17,-0.00046132976285195859,0,0
184,0.0013024619176750919,5.8858528386086659e-05,0,0,-0.00043027978410847822,-1.6306400674181987e-16,-0.00043027978411325218,0,0
185,0.00037860681994940056,2.82439872790486e-06,0,0,-0.00038084653104647481,5.0306980803327406e-16,-0.00038084653104752952,0,0
186,6.2843579873635906e-05,2.5617811775833113e-07,0,0,-0.00031088490413194725,4.0245584642661925e-16,-0.00031088490412600756,0,0
187,3.8523464700983182e-05,6.6575894434286484e-07,0,0,-0.00024300140317190522,2.9490299091605721e-17,-0.00024300140317690122,0,0
188,6.9067822785893245e-05,8.7256257794139428e-06,0,0,-0.00016441159427094121,1.0842021724855044e-16,-0.00016441159427071916,0,0
189,0.00011882233088901586,3.2025208249540026e-06,0,0,-9.0031647590027575e-05,3.6038880213418167e-16,-9.0031647588695307e-05,0,0
190,4.299496549560457e-05,1.1273371402078531e-05,0,0,-3.618644390490644e-05,5.6378512969246231e-16,-3.6186443901353726e-05,0,0
191,0.00015076498120440498,2.2790886592031104e-06,0,0,-4.0865882190432856e-06,-2.2551405187698492e-16,-4.0865882180440849e-06,0,0
192,0.00051254499653373539,3.5207615458365293e-06,0,0,-4.2239721710357614e-06,-1.3530843112619095e-16,-4.2239721720349621e-06,0,0
193,6.6506662470659442e-05,2.3253551552211403e-06,0,0,-3.4555202669261931e-05,5.0653925498522767e-16,-3.4555202667707619e-05,0,0
194,0.00097798923536801508,2.416946200982039e-06,0,0,-9.4001214455463611e-05,1.1102230246251565e-16,-9.40012144559077e-05,0,0
195,0.00029710543327962971,5.4254060774552087e-06,0,0,-0.00016960032739721242,1.3877787807814457e-17,-0.00016960032739632425,0,0
196,0.0012839260729004907,6.9821674293087691e-06,0,0,-0.00024893658569680177,1.5265566588595902e-16,-0.00024893658569924426,0,0
197,6.3825502892306804e-07,2.6532285364036646e-07,0,0,-0.00033182529112918413,1.9428902930940239e-16,-0.00033182529112740777,0,0
198,0.008848505291391532,5.2135390890295199e-06,0,0,-0.00039983684897776373,-1.6653345369377348e-16,-0.00039983684897781924,0,0
199,0.00032952105317174499,6.3862537818038217e-06,0,0,-0.00045338283065449181,-1.9428902930940239e-16,-0.00045338283065876617,0,0
200,0.00034010049223093936,8.7076253445737248e-09,0,0,-0.00049921412124784292,-2.2204460492503131e-16,-0.00049921412124520614,0,0
201,1.1844224576499043e-05,2.3846922823889854e-07,0,0,-0.00052517725867756715,-1.6653345369377348e-16,-0.00052517725868173049,0,0
202,1.2090645222225323e-05,1.1061321573814943e-05,0,0,-0.00054260017736634802,1.3877787807814457e-17,-0.00054260017736251775,0,0
203,0.00047431974683809929,1.8842626504929964e-06,0,0,-0.00055656098143928162,-1.1449174941446927e-16,-0.00055656098144209187,0,0
204,0.0014268215525612461,1.6530500305761692e-07,0,0,-0.00055814958313651214,1.214306433183765e-17,-0.00055814958313513824,0,0
205,0.0077336854198375039,3.9675093628300002e-07,0,0,-0.00055976698470386159,1.6263032587282567e-17,-0.00055976698470676031,0,0
206,0.00071425647108627017,3.743366006724822e-05,0,0,-0.00056005871283319741,4.3368086899420177e-17,-0.00056005871283015818,0,0
