n,fne_min_delta_A,fne_min_delta_B,fne_viol_A,fne_viol_B,rA,rB,augmented_residual,inner_residual,inner_iterations
16,0.0014188664470035155,1.4935533014292366e-06,0,0,-0.010393612203269065,3.7747582837255322e-15,-0.39500870372815022,2.2999176704680612e-09,35
17,0.00095358135506314295,5.4917880639748833e-06,0,0,-0.0095644616745937938,-8.8817841970012523e-16,-0.36742817266613237,2.2169983941917102e-09,35
18,2.7482346868018045e-05,6.8387496193387444e-08,0,0,-0.0085205116435744799,5.3290705182007514e-15,-0.33223597879023004,2.1070011433151165e-09,35
19,2.2400997529848633e-06,5.655292143842599e-07,0,0,-0.0072556805115002732,-7.9936057773011271e-15,-0.28890301694467979,1.9636335473015731e-09,35
20,0.0015747705244024562,9.2458247474615975e-07,0,0,-0.0057973723066968574,1.149080830487037e-14,-0.23786721731066152,1.7805519136270472e-09,35
21,0.00083437043482829747,1.2700236176090895e-05,0,0,-0.0042220023155081776,7.1609385088322597e-15,-0.18113204216629697,1.5524069129892261e-09,35
22,0.0024291808812901892,1.1678180817859641e-06,0,0,-0.0026631998536181811,8.3821838359199319e-15,-0.12270390437803513,1.2761111397829033e-09,35
23,0.00045621399644055557,4.3462084514215876e-07,0,0,-0.0013050250660988638,1.7819079545233762e-14,-0.06860087452792385,9.521245499267782e-10,35
24,0.00062105849717136903,3.8903446209550003e-06,0,0,-0.00035511435939383773,1.9206858326015208e-14,-0.026193592812425948,5.856479054220744e-10,35
25,0.003784842860356739,1.0625708780766028e-05,0,0,-8.2871963513753144e-08,-3.3306690738754696e-16,-0.0028344074697557176,1.9044272139171048e-10,35
26,1.4571292974816165e-05,3.1947520868913508e-07,0,0,-0.00035538253169065115,-7.1054273576010019e-15,-0.0040631292960853216,2.4596515715803456e-10,35
27,0.00015359286148147936,1.7486688342969199e-06,0,0,-0.0014283182237093683,2.2204460492503131e-14,-0.031985890383083415,6.660403041419968e-10,35
28,0.0013979679835736194,5.6214516914476049e-06,0,0,-0.0031103945945680778,4.8849813083506888e-15,-0.084486064065970368,1.0755128180912217e-09,35
29,1.8949275670900299e-05,2.492040875901901e-06,0,0,-0.0052032494376064164,7.9936057773011271e-15,-0.15563446302228101,1.4559160666067948e-09,35
30,0.0011847428649551729,1.83491772001501e-07,0,0,-0.0074676813599801051,-1.5099033134902129e-14,-0.23715121519664706,1.7946319071538538e-09,35
31,0.0001229884088250391,1.4361747300068281e-05,0,0,-0.0096765715788311724,1.021405182655144e-14,-0.32033608341463093,2.0838279754552231e-09,35
32,0.00010638762589575112,9.8170553132503064e-08,0,0,-0.01165414978143442,2.6645352591003757e-15,-0.39777268328867699,2.3204716280872143e-09,35
33,0.0011901335470468847,6.6290067998553044e-06,0,0,-0.013293209021741248,7.9936057773011271e-15,-0.46433670985370057,2.5056780854250881e-09,35
34,2.1248508114003583e-06,6.2875499179488981e-09,0,0,-0.014551950845494765,-4.4408920985006262e-16,-0.51740745785053566,2.6436151864269519e-09,35
35,0.001390488445185795,5.5493303623532226e-05,0,0,-0.015438109623182372,1.7763568394002505e-15,-0.5564761108185059,2.7402270763405368e-09,35
36,0.00052021674528091521,4.8236270196593158e-06,0,0,-0.015988837368379638,-1.6653345369377348e-15,-0.58245861217827621,2.802060429650899e-09,35
37,0.00026599258281111978,1.9703052978317569e-07,0,0,-0.016252411244805712,-2.8241298188902419e-15,-0.59698084359637349,2.8353263525762408e-09,35
38,0.00059211282066709201,1.8122236434036716e-06,0,0,-0.016274621411233162,-5.5511151231257827e-16,-0.60179461080143604,2.8452456586156843e-09,35
39,0.003352260534745923,2.2060899132357731e-07,0,0,-0.016090270860767752,4.4408920985006262e-16,-0.59837868576943309,2.8356411128002791e-09,35
40,0.00039272648669763172,4.3441035750532838e-07,0,0,-0.015719017706620209,4.4408920985006262e-15,-0.58771442347666936,2.8087273284853533e-09,35
41,0.00052016729856800158,2.6115254667654151e-06,0,0,-0.015164586038171279,3.1086244689504383e-15,-0.57020206094124948,2.7650345861419712e-09,35
42,0.0058845031347515182,1.6760412715369537e-09,0,0,-0.014416733386251934,1.7763568394002505e-15,-0.54568851886737946,2.703427656155183e-09,35
43,0.0053045440513626854,2.2073770364275373e-06,0,0,-0.013455899473472144,7.1054273576010019e-15,-0.51359503247642735,2.6212212052086564e-09,35
44,0.0067590141817070286,2.7689923201554146e-05,0,0,-0.01226085695130763,1.021405182655144e-14,-0.47315036014805756,2.5144057988070584e-09,35
45,0.0022687077112627289,6.5636975158499943e-07,0,0,-0.010819654133060297,-1.1990408665951691e-14,-0.42374166932834001,2.3780035932361489e-09,35
46,3.1712460995953891e-05,1.1124651885327626e-07,0,0,-0.0091434140535291419,2.2648549702353193e-14,-0.36538019647948516,2.2066264937935456e-09,35
47,2.6978069303672415e-06,2.1699829110136555e-08,0,0,-0.0072809985515256415,2.3980817331903381e-14,-0.2992349038480171,1.9952672158786006e-09,35
48,9.8614035356420389e-05,9.8940770405393165e-07,0,0,-0.005330425262588534,-1.4654943925052066e-14,-0.22811727294929085,1.7402383945625645e-09,35
49,2.3869118404771005e-05,5.6444812253338613e-06,0,0,-0.0034411880900329095,-3.2640556923979602e-14,-0.15672754997707727,1.4402540007747325e-09,35
50,4.1634315726784518e-06,9.744389600527609e-06,0,0,-0.0018018579081910957,2.19824158875781e-14,-0.091445834784380509,1.0974413930341265e-09,35
51,1.9643627228030194e-05,1.8594669292666934e-09,0,0,-0.00061094911691128573,-2.4424906541753444e-15,-0.039527606174416974,7.1815561054078733e-10,35
52,0.001222977889362155,6.5750465405773584e-06,0,0,-3.5840277622156691e-05,-1.7319479184152442e-14,-0.0077647798940603252,3.1515739849539825e-10,35
53,5.5802978602090047e-05,8.684190587289229e-07,0,0,-0.00017170216290907092,3.8635761256955448e-14,-0.00093960165748541158,1.374450530731775e-10,35
54,9.9972952111136173e-05,1.2842900258413904e-07,0,0,-0.0010153714542902037,2.5313084961453569e-14,-0.020585942478255959,5.4270251032221302e-10,35
55,0.00011283038249121519,3.0949392357604064e-06,0,0,-0.0024648076281614806,-1.7985612998927536e-14,-0.064535793138247755,9.4683047328063259e-10,35
56,0.0053263697493671483,5.6337095807199261e-08,0,0,-0.0043445634420784529,7.1054273576010019e-15,-0.12744170775874863,1.323727577791632e-09,35
57,0.00090022453859002103,2.7140742995151599e-08,0,0,-0.0064471883099521676,-5.3290705182007514e-15,-0.20207045020599423,1.6625275338026703e-09,35
58,0.0012688078530983195,3.2243835825818753e-08,0,0,-0.0085755208247384473,4.8849813083506888e-15,-0.28088016497170543,1.95698892453942e-09,35
59,0.0011365654485041047,2.8433722428503903e-09,0,0,-0.010573298005313703,-1.4210854715202004e-14,-0.35736331873385296,2.2049616664596219e-09,35
60,0.00099956088535172165,3.7347643332940381e-06,0,0,-0.012338620919909005,2.9309887850104133e-14,-0.42683178973751978,2.4076960630231992e-09,35
61,0.00026606269403391645,6.446634072345488e-06,0,0,-0.013821946309636957,-3.5527136788005009e-15,-0.48659148818553177,2.5688639917400592e-09,35
62,0.0015749459190700647,5.1221263175931382e-05,0,0,-0.015014291334829011,-6.2172489379008766e-15,-0.53565699231741704,2.693523826772895e-09,35
63,0.0012302349032238954,7.6972567480943283e-06,0,0,-0.015931814806562361,7.5495165674510645e-15,-0.57423155505651557,2.7871262280724827e-09,35
64,2.8107664307995844e-05,4.7713589747735268e-06,0,0,-0.016601235998705555,1.021405182655144e-14,-0.60314790344235725,2.854763745642605e-09,35
65,0.0028445341552736799,3.3188427788479146e-06,0,0,-0.017048326063837549,4.4408920985006262e-15,-0.62338915476861301,2.9006051510166125e-09,35
66,0.010312187849744076,3.5669190884564346e-06,0,0,-0.017290005136296902,-4.0384362520740069e-15,-0.63573646527514227,2.927533481425575e-09,35
67,6.4426152278821683e-05,1.9690312642864791e-07,0,0,-0.017329724630580787,-9.1593399531575415e-16,-0.6405443652602989,2.9369444108979546e-09,35
68,0.00057638142006123205,5.044264399549135e-05,0,0,-0.017155686840623463,9.4368957093138306e-16,-0.63762841011998384,2.9286443870068377e-09,35
69,2.4743706296077293e-06,2.0663716267127634e-06,0,0,-0.016741774197134518,0,-0.62625469446842086,2.9008415431178492e-09,35
70,0.00068553756057815318,3.0187795297773441e-06,0,0,-0.016051538105144925,3.1086244689504383e-15,-0.60523628221379333,2.8502325389376364e-09,35
71,3.5151378067858652e-05,1.2894216921250863e-05,0,0,-0.015045941710368105,8.8817841970012523e-16,-0.57315700500712019,2.7722051478412468e-09,35
72,3.1780550009237154e-05,2.8332080834626436e-07,0,0,-0.013695434315961208,-8.8817841970012523e-16,-0.52874690833416693,2.661217040490318e-09,35
73,1.453270902290103e-05,2.862626644082241e-09,0,0,-0.011996009351012304,2.6645352591003757e-15,-0.47141320426360522,2.5113849005898401e-09,35
74,0.000860457747483573,3.0405575966002825e-05,0,0,-0.0099869650687800515,8.8817841970012523e-16,-0.40187568644299532,2.3173312300863099e-09,35
75,0.0070469081341375884,7.9787355961084233e-10,0,0,-0.0077654533647830704,1.2434497875801753e-14,-0.32276850245489186,2.0752210246183936e-09,35
76,0.00015283532552349494,8.0340945832035007e-06,0,0,-0.0054907396629140237,8.8817841970012523e-15,-0.23897964455532872,1.7839147491621638e-09,35
77,4.307997533917419e-05,1.5402685121721707e-07,0,0,-0.0033713591415178712,1.0658141036401503e-14,-0.15746574955608139,1.4459810977253126e-09,35
78,0.0041956925821474388,8.815544686855988e-07,0,0,-0.0016327409816661032,-1.2656542480726785e-14,-0.086372509953761778,1.068328045185942e-09,35
79,0.0044788831600801595,3.8271176580915799e-07,0,0,-0.00047101274528671411,-1.8873791418627661e-14,-0.033533785849726883,6.6239881666328496e-10,35
80,8.1893744812835468e-06,8.1926863330846697e-08,0,0,-6.9875727106705199e-06,9.9920072216264089e-15,-0.0047355957548091965,2.4613350097989784e-10,35
81,2.0114178735037588e-05,6.8886693832361658e-10,0,0,-0.00025733215709777824,2.6201263381153694e-14,-0.0023382456320035772,1.9505898827645904e-10,35
82,1.2935609919801621e-07,7.8574200287015641e-06,0,0,-0.0011343102700038799,1.9984014443252818e-14,-0.024785580652689987,5.9136425878488457e-10,35
83,0.00019744264320085218,2.8701383575981831e-06,0,0,-0.0024735440192351632,-1.3988810110276972e-14,-0.067183486664191605,9.6393738634750381e-10,35
84,0.0016695771716611447,7.5840525026373377e-07,0,0,-0.0040778001689254495,1.3322676295501878e-14,-0.12268457904905006,1.2976050853588985e-09,35
85,0.0016653945950748175,5.301404372842154e-06,0,0,-0.0057602858372511889,-1.1324274851176597e-14,-0.18412717217869101,1.5863993384247387e-09,35
86,0.00010575972628481751,2.181684681752283e-06,0,0,-0.0073746434734811572,2.2204460492503131e-15,-0.24538116130054632,1.8289491032169433e-09,35
87,2.0783246944439145e-05,3.4273999130319584e-07,0,0,-0.0088269624129182489,4.2188474935755949e-15,-0.30209060757177753,2.0273586819253483e-09,35
88,2.0431752136624017e-06,1.644754666991137e-07,0,0,-0.010072486781851353,1.4210854715202004e-14,-0.35179571918116892,2.1860899866026613e-09,35
89,0.00030739771488229008,1.604350771434575e-05,0,0,-0.011103310042889447,-3.1086244689504383e-15,-0.39361470510042906,2.3107968864526284e-09,35
90,4.5399010855211438e-06,2.0086813772066422e-06,0,0,-0.011933253700817659,4.4408920985006262e-16,-0.4277214799002742,2.4073165503227949e-09,35
91,0.0018520542829306341,2.2371134065036422e-08,0,0,-0.012584056290344758,9.3258734068513149e-15,-0.45480780271857579,2.4808844737187047e-09,35
92,6.4711126616031269e-05,2.4640357429119144e-05,0,0,-0.013074692025026424,6.6613381477509392e-16,-0.47563458894705191,2.5355829503179055e-09,35
93,1.3192922431565988e-06,5.0191907941985221e-06,0,0,-0.013414054314346835,-2.2204460492503131e-16,-0.49070572867737661,2.5739919355150301e-09,35
94,1.1201549638816619e-05,1.3450989709346275e-05,0,0,-0.013596581000995728,1.2073675392798577e-15,-0.50005823252131698,2.5969873662907222e-09,35
95,9.0653893848801332e-05,9.6646590545648137e-07,0,0,-0.013600470044556612,-1.1622647289044608e-15,-0.50315361367349976,2.6036421857532944e-09,35
96,5.7096156316850218e-06,1.0440933662656327e-07,0,0,-0.013388632704160297,-1.4988010832439613e-15,-0.49886731684708374,2.5912232715617318e-09,35
97,6.9468404306602813e-06,1.4822821381042445e-07,0,0,-0.012913148287737597,-2.886579864025407e-15,-0.48559437341443257,2.5552929050974292e-09,35
98,0.0011132850351694896,6.5213104071412519e-06,0,0,-0.0121243733187133,6.6613381477509392e-15,-0.46150823111556871,2.4899724138264867e-09,35
99,1.0354343369409148e-05,1.8936405622078114e-06,0,0,-0.010985570291401459,-2.6645352591003757e-15,-0.42501101828671395,2.3884308269557669e-09,35
100,0.00016048707698122297,9.5181182250762989e-06,0,0,-0.009492461830511445,1.5543122344752192e-15,-0.37537953810948821,2.2436451062807136e-09,35
101,6.8726256777174372e-05,1.4925210585674234e-05,0,0,-0.0076942567330977596,3.7747582837255322e-15,-0.3135284041371591,2.0495078569534689e-09,35
102,7.2977213653016668e-05,5.8618308528242052e-07,0,0,-0.0057090594752242652,-6.6613381477509392e-16,-0.24268785639774038,1.802139940925099e-09,35
103,0.0038584328207939061,4.0816853126834602e-05,0,0,-0.0037241388035518241,2.6645352591003757e-15,-0.16867935569454318,1.5012681962407834e-09,35
104,0.0035802121471633585,7.324187583553135e-06,0,0,-0.0019732120611095638,-4.1078251911130792e-15,-0.099461441092845604,1.15135683330283e-09,35
105,1.5454549842161437e-05,9.6655744445906156e-07,0,0,-0.00069057786270043664,-7.6605388699135801e-15,-0.043802920567323156,7.6214318704980375e-10,35
106,4.6935756058064544e-08,2.2281130544641364e-06,0,0,-5.3661158110784868e-05,8.6042284408449632e-16,-0.0093156260940858715,3.4878849190519887e-10,35
107,6.8003847942543227e-05,5.4926984748691161e-06,0,0,-0.00013479159686724529,2.6922908347160046e-15,-0.000476495272376809,8.9380608616940686e-11,35
108,2.4179570331906604e-05,4.2445239695490415e-06,0,0,-0.00088244386083324855,4.6213033400022141e-15,-0.017419161283800833,4.9131696917197821e-10,35
109,0.0014427053378783018,3.5657144954775023e-06,0,0,-0.0021399672701001293,-3.875372245332187e-15,-0.056010314517656923,8.751697720163977e-10,35
110,0.0094547212719005812,1.0333047458024634e-06,0,0,-0.0036927922348866105,-2.7200464103316335e-15,-0.10915721078545459,1.2189099827178787e-09,35
111,0.00056448363347502673,9.3205255452182607e-07,0,0,-0.0053237902060416786,2.886579864025407e-15,-0.16876253535498265,1.5137608209654226e-09,35
112,0.00011395846947693322,2.6023534932323277e-07,0,0,-0.0068568343891053374,2.0816681711721685e-15,-0.22756098964275395,1.7564223881841819e-09,35
113,1.2912421201460484e-05,6.5600547388998313e-07,0,0,-0.0081781145803816457,1.4432899320127035e-15,-0.28028403400989177,1.9481403598562958e-09,35
114,0.0028800757776942191,8.8383829167566656e-08,0,0,-0.0092359641794104164,2.4424906541753444e-15,-0.32399951717165898,2.0934873547525107e-09,35
115,0.00065685226265795396,2.1123890227667652e-08,0,0,-0.010026860562845297,3.3306690738754696e-16,-0.35780607874667858,2.1989364950811572e-09,35
116,0.00012065809836741236,1.7192267996682135e-05,0,0,-0.010576451070509085,2.2204460492503131e-16,-0.38219914268750355,2.2715723469369342e-09,35
117,1.1257596370156198e-05,3.7949470540829533e-07,0,0,-0.010921972777236055,-2.2204460492503131e-16,-0.39838904542121378,2.3180668471222129e-09,35
118,0.00077194010161132551,5.5537402039285221e-08,0,0,-0.011099040966651125,-5.5511151231257827e-17,-0.40773708593655072,2.3439530732292426e-09,35
119,0.00012117718246099821,0.00021412259792138658,0,0,-0.011133229379587418,-2.688821387764051e-16,-0.41136515100959697,2.3531834480427767e-09,35
120,0.00051986573801490071,5.0574726109141618e-06,0,0,-0.011035644089678165,1.6653345369377348e-16,-0.40992741481751005,2.3478877440862546e-09,35
121,0.00024705640363598065,1.9003599143346026e-07,0,0,-0.010801549775854125,-3.3306690738754696e-16,-0.40351024770736865,2.328272316083808e-09,35
122,0.0013809236889526216,6.1956729904914774e-07,0,0,-0.010411582689449972,-7.7715611723760958e-16,-0.39163460773623537,2.2926210610450807e-09,35
123,0.0039099782686174908,2.8506126431531343e-07,0,0,-0.0098357671317694795,2.6090241078691179e-15,-0.37335762691652175,2.237395938656704e-09,35
124,0.0044554061193089918,8.3928236511476605e-10,0,0,-0.0090410903902453654,5.5511151231257827e-17,-0.34749296223823833,2.1574660952476398e-09,35
125,9.5691934496639375e-05,3.2890204346606378e-06,0,0,-0.0080034100676620312,-1.8318679906315083e-15,-0.31297942370650489,2.0465178204068247e-09,35
126,4.5129665742141212e-05,1.0393824992518167e-05,0,0,-0.0067235456556336004,-1.1102230246251565e-16,-0.26940949820210136,1.8977391803152226e-09,35
127,9.014031183915022e-05,9.7754092624755488e-07,0,0,-0.0052452534525126993,-5.2041704279304213e-15,-0.2176702197837237,1.7047694647636833e-09,35
128,0.00036667971540076588,1.306606878553135e-06,0,0,-0.003669690516984403,-2.7755575615628914e-17,-0.16054859429582891,1.4629369292515888e-09,35
129,4.3250183497632382e-06,1.1775827744047997e-05,0,0,-0.0021583276457395328,8.0907502919558283e-15,-0.10304500093437952,1.1706223101902023e-09,35
130,0.00021777107758365327,1.75314835293662e-07,0,0,-0.00091653522841639301,1.5820678100908481e-15,-0.052094988046555102,8.3051001985127132e-10,35
131,0.00054410516360736769,2.5709171778041773e-05,0,0,-0.00015546019747247897,-5.440092820663267e-15,-0.015512410202461524,4.5068416847189854e-10,35
132,0.00014735245888710321,7.0185850888554325e-07,0,0,-3.9859083987181521e-05,8.1601392309949006e-15,-0.00026633265775899417,6.214590663807773e-11,35
133,4.9608893101141078e-06,6.5041698872979538e-07,0,0,-0.00063946051418994898,5.773159728050814e-15,-0.010584961776494595,3.8541244951228549e-10,35
134,0.00077392275089441926,1.6657534738999557e-05,0,0,-0.001904077685626504,1.865174681370263e-14,-0.04660957732241755,7.9922856072378059e-10,35
135,3.1412439862892058e-05,4.9540028049016789e-09,0,0,-0.0036742017365991586,1.1768364061026659e-14,-0.10419198722810563,1.1909729679302707e-09,35
136,0.0032246324038435162,4.8074993286686275e-09,0,0,-0.0057230177844260766,4.4408920985006262e-15,-0.17595161679049909,1.5452621505477571e-09,35
137,5.704624072299751e-06,8.0652555167542277e-07,0,0,-0.0078122886400411318,8.8817841970012523e-15,-0.25315281884829943,1.8517954544195463e-09,35
138,4.7730036690936788e-06,9.8554916135402273e-06,0,0,-0.0097412104834813107,3.1086244689504383e-15,-0.3276633531555273,2.1053830433563167e-09,35
139,9.2891543956412376e-06,2.2977045191981319e-10,0,0,-0.011374444502163072,3.1086244689504383e-15,-0.39335178265137216,2.3055652652792366e-09,35
140,0.012883997504812294,2.1420856762097071e-05,0,0,-0.012646864488196741,1.3322676295501878e-15,-0.44664449324161293,2.4556180127162889e-09,35
141,2.7324188165489898e-05,3.8171982920730137e-05,0,0,-0.013551258590563942,-3.5527136788005009e-15,-0.48633799702526259,2.5612277663499105e-09,35
142,0.0008118077813579523,1.1269509814501952e-06,0,0,-0.014118257779744459,9.4368957093138306e-16,-0.51296932309905041,2.6291905863471043e-09,35
143,0.0017282781719072152,1.0698881920341017e-07,0,0,-0.014396199588067794,-3.8857805861880479e-16,-0.52806133221716034,2.6663027470129559e-09,35
144,0.00065664302903803667,4.4055119843817898e-06,0,0,-0.014435217564410414,3.6082248300317588e-16,-0.53345926199943983,2.67855874191474e-09,35
145,1.6526219838592982e-05,3.1063825189034931e-06,0,0,-0.014276784321497704,-1.2212453270876722e-15,-0.53085292907168991,2.6706276066960833e-09,35
146,8.0200178839086428e-06,3.7333115355281602e-07,0,0,-0.013948149470723203,-2.6645352591003757e-15,-0.52149124492220134,2.645568278298744e-09,35
147,0.00010244800812473695,5.7397608574196221e-06,0,0,-0.013460552560817796,6.2172489379008766e-15,-0.50605523034954381,2.6047038873850146e-09,35
148,0.00018012719514612816,1.1412459750320252e-06,0,0,-0.012810313691166364,0,-0.48465178310873291,2.5476146940997214e-09,35
149,0.00039687187946532579,2.1657601330437064e-07,0,0,-0.011982455915442003,4.8849813083506888e-15,-0.45690606708841841,2.4722163209800971e-09,35
150,0.00010432705838381306,2.0074315596762316e-06,0,0,-0.010957038212458414,-1.4210854715202004e-14,-0.4221507347551352,2.3749444644842281e-09,35
151,3.8464702984560195e-05,1.621912075553348e-05,0,0,-0.0097185818252754075,-2.4424906541753444e-14,-0.37972348643276632,2.2510482436988738e-09,35
152,6.4734192691908842e-07,1.4775030179280536e-06,0,0,-0.0082685749150535059,1.5543122344752192e-15,-0.32938012703059627,2.0950964480699598e-09,35
153,0.0034497261736617622,2.3284496191185377e-07,0,0,-0.0066398223989914129,6.8833827526759706e-15,-0.27179897676437292,1.9016577514627712e-09,35
154,3.4536387682986214e-05,3.6355677484364324e-05,0,0,-0.0049094273402658928,-1.1546319456101628e-14,-0.209091310861659,1.6662293030918172e-09,35
155,6.3367364735204419e-05,4.1905020059253419e-08,0,0,-0.003205101773389174,1.9206858326015208e-14,-0.14515527049832144,1.3863052215916243e-09,35
156,0.00075552357240158666,8.2672128342433995e-08,0,0,-0.0016987121178146936,-1.3766765505351941e-14,-0.08565706928700223,1.0624817405590229e-09,35
157,0.00031721716515473652,3.1997236282253906e-06,0,0,-0.00058315405710729351,-2.2759572004815709e-14,-0.037452575190883408,6.9945432259423321e-10,35
158,0.00022862862381725212,3.4754732849154963e-05,0,0,-3.4495365220266194e-05,1.5987211554602254e-14,-0.0074188557110446141,3.0824547118774102e-10,35
159,0.0028820947888192473,1.0727743626853922e-05,0,0,-0.00016902219861236745,1.9317880628477724e-14,-0.00092511926447969017,1.3384362391682849e-10,35
160,0.00030560656485164884,3.4131215630218072e-10,0,0,-0.001010082144528468,-1.3988810110276972e-14,-0.020415943630510469,5.3879943549233367e-10,35
161,1.0505583572160723e-07,1.7322380449018449e-06,0,0,-0.0024781566224376661,2.6645352591003757e-15,-0.064641924620396196,9.4597241611363439e-10,35
162,0.0018942885170880623,3.5632651589851553e-08,0,0,-0.0044088256294010364,2.2648549702353193e-14,-0.12886551839070393,1.3294151040732673e-09,35
163,7.5846129475242082e-06,4.4037429898919932e-07,0,0,-0.0065916940336023799,1.8207657603852567e-14,-0.20597626909371058,1.6767776034298318e-09,35
164,0.00014657405986386859,2.7923311049329688e-06,0,0,-0.0088155743721642921,1.2434497875801753e-14,-0.28808818915860002,1.9801671141667879e-09,35
165,0.0033541379166125069,1.9553119412382597e-08,0,0,-0.010905142047347383,1.2434497875801753e-14,-0.36805964610103814,2.235941111180492e-09,35
166,0.0019095308530752962,8.9003058593400976e-06,0,0,-0.012740570443927624,-1.0658141036401503e-14,-0.44050991421504193,2.4442089949386703e-09,35
167,0.00018391848787543386,5.4501190123644894e-05,0,0,-0.014259672499251863,8.8817841970012523e-15,-0.50218346369986122,2.6079726583090711e-09,35
168,0.00050670491159777629,2.6498339810618846e-06,0,0,-0.015447641338848683,1.2434497875801753e-14,-0.55176470695474933,2.7320424052767042e-09,35
169,0.0010477140447810549,1.5774627418144692e-06,0,0,-0.01632114471263213,3.1086244689504383e-15,-0.58937199234491189,2.8220001053973924e-09,35
170,9.6850213964836132e-07,4.5990255491345784e-07,0,0,-0.016912260437955462,1.5543122344752192e-15,-0.61595831859971195,2.8833393393889878e-09,35
171,2.733742615627487e-05,5.0188253309829007e-06,0,0,-0.017255361832979599,6.7723604502134549e-15,-0.63277367369681936,2.9208142524188065e-09,35
172,0.0018542197576705435,4.5697235465939811e-06,0,0,-0.017377966501659473,-9.5930208221517432e-16,-0.64096005746311291,2.9380223654645428e-09,35
173,3.548821206425494e-05,2.5648515570847941e-09,0,0,-0.017295329136861298,-1.7486012637846216e-15,-0.64129001452865586,2.9371547398797668e-09,35
174,0.0043027753189458428,4.7568415015121042e-07,0,0,-0.017008167751102921,5.5511151231257827e-15,-0.6340314441478867,2.9188738213837734e-09,35
175,4.696812563564522e-05,5.8285432331032971e-06,0,0,-0.016503085165314513,3.5527136788005009e-15,-0.61891901646619552,2.8822902678667837e-09,35
176,0.0020134331518450147,2.0754326424826657e-06,0,0,-0.015755672075045801,4.4408920985006262e-15,-0.59522452058198994,2.8250245989698165e-09,35
177,0.0017976130612163772,1.0015706215636866e-06,0,0,-0.014736672897496028,3.5527136788005009e-15,-0.56193397817667723,2.7433625699146325e-09,35
178,0.0014734469164878481,1.0627481119168515e-06,0,0,-0.013421684958185409,-5.3290705182007514e-15,-0.51804813526116078,2.6325600419614922e-09,35
179,6.2834606728965099e-05,1.7516227649452772e-06,0,0,-0.011804358319331243,1.6875389974302379e-14,-0.46301452943693988,2.4872978665102488e-09,35
180,0.0029901126731247465,2.3095736637222444e-06,0,0,-0.0099117495578440185,-1.0658141036401503e-14,-0.39726426655827396,2.3023832698831963e-09,35
181,2.5680516904997214e-05,2.0468930992229852e-07,0,0,-0.0078184377309966635,1.5543122344752192e-14,-0.32276247319666851,2.0736233288264287e-09,35
182,0.00055401550394843608,7.5579855408734501e-08,0,0,-0.0056539223896194812,4.4408920985006262e-16,-0.24340306332593542,1.7988665400079799e-09,35
183,0.00076615309290546121,2.3775334468103911e-05,0,0,-0.0035971006696264851,2.1760371282653068e-14,-0.16502640230866206,1.478984418020537e-09,35
