n,fne_min_delta_A,fne_min_delta_B,fne_viol_A,fne_viol_B,rA,rB,augmented_residual,inner_residual,inner_iterations
15,0.00051185591006889272,9.8703925580214781e-06,0,0,-0.011030516785812683,-2.6645352591003757e-15,-0.41589028650007887,1.4060586738854174e-05,20
16,0.0014188664469918805,1.4935533014312093e-06,0,0,-0.010393078266467626,4.3298697960381105e-15,-0.39499368449091499,1.3708211945784723e-05,20
17,0.00095358135505313165,5.4917880639583933e-06,0,0,-0.009563983616017957,4.8849813083506888e-15,-0.36741462446947892,1.3226977241090979e-05,20
18,2.7482346867665523e-05,6.8387496194311636e-08,0,0,-0.0085201009704434227,9.6589403142388619e-15,-0.33222421650001621,1.2584410530208916e-05,20
19,2.2400997529545882e-06,5.6552921438564904e-07,0,0,-0.0072553475795196221,-2.5757174171303632e-14,-0.28889333022017283,1.1742991498658743e-05,20
20,0.0015747705243809346,9.2458247474615975e-07,0,0,-0.0057971241937568863,2.1094237467877974e-15,-0.23785982144190498,1.0664813137618858e-05,20
21,0.00083437043481790648,1.2700236176104393e-05,0,0,-0.0042218400932902966,-1.1102230246251565e-15,-0.18112701106977624,9.3178334210041038e-06,20
22,0.0024291808812667466,1.1678180817859641e-06,0,0,-0.0026631158281311684,-1.0436096431476471e-14,-0.12270109760914494,7.6832713885473372e-06,20
23,0.00045621399643812674,4.3462084514215876e-07,0,0,-0.001305000895783337,-8.4376949871511897e-15,-0.068599879272909448,5.7630461122036751e-06,20
24,0.00062105849717153253,3.8903446209619469e-06,0,0,-0.00035512104885881968,5.8841820305133297e-15,-0.026193706523997662,3.5856649956087414e-06,20
25,0.0037848428603822334,1.0625708780801053e-05,0,0,-8.3278322904334345e-08,5.5511151231257827e-15,-0.002834681570959674,1.2112028848549019e-06,20
26,1.4571292975003986e-05,3.1947520868710972e-07,0,0,-0.00035533621547756411,7.3274719625260332e-15,-0.004062477302035461,1.3039954322797456e-06,20
27,0.00015359286148455541,1.7486688342969199e-06,0,0,-0.0014281875383446163,9.1038288019262836e-15,-0.031983240219148001,3.820628434144724e-06,20
28,0.0013979679836092684,5.6214516914453509e-06,0,0,-0.0031101503399533215,4.8849813083506888e-15,-0.084480515664893119,6.2606940325767164e-06,20
29,1.8949275671461943e-05,2.4920408758961729e-06,0,0,-0.0052028745453878145,-7.1054273576010019e-15,-0.15562540900300803,8.527587414906552e-06,20
30,0.0011847428649928459,1.83491772001501e-07,0,0,-0.0074671718552803412,-1.7763568394002505e-15,-0.23713839665516545,1.0547943215244339e-05,20
31,0.00012298840882902246,1.4361747300041139e-05,0,0,-0.0096759350446689041,1.9539925233402755e-14,-0.32031957663514277,1.2275555095692719e-05,20
32,0.0001063876258990781,9.8170553128111542e-08,0,0,-0.011653402247990385,1.4210854715202004e-14,-0.39775283437252185,1.3692339173312312e-05,20
33,0.0011901335470811919,6.629006799846137e-06,0,0,-0.013292371396151914,8.8817841970012523e-16,-0.46431404453769076,1.4804767445403065e-05,20
34,2.1248508114545494e-06,6.2875499190611855e-09,0,0,-0.014551045767028814,-7.1054273576010019e-15,-0.51738259226844452,1.5637369007317747e-05,20
35,0.0013904884452149678,5.549330362356156e-05,0,0,-0.015437159216016738,4.4408920985006262e-16,-0.55644968025670094,1.6225228023758073e-05,20
36,0.00052021674528933523,4.8236270196632629e-06,0,0,-0.015987861986105245,2.886579864025407e-15,-0.58243122473852926,1.6607018976550117e-05,20
37,0.00026599258281405217,1.9703052978473296e-07,0,0,-0.016251429060369679,2.4980018054066022e-16,-0.59695305789769337,1.6819451397645438e-05,20
38,0.00059211282067047515,1.8122236434130756e-06,0,0,-0.016273648607630545,-2.55351295663786e-15,-0.60176693258047265,1.6893371263823272e-05,20
39,0.0033522605347472445,2.2060899131863546e-07,0,0,-0.016089322170085296,7.7715611723760958e-16,-0.59835157683821039,1.6851351652411944e-05,20
40,0.0003927264866957303,4.3441035750532838e-07,0,0,-0.015718107078426469,-8.8817841970012523e-16,-0.5876883167036322,1.6706427674169464e-05,20
41,0.00052016729856292675,2.6115254667670313e-06,0,0,-0.015163727250466774,-8.8817841970012523e-16,-0.57017737561329884,1.6461637502957291e-05,20
42,0.0058845031346680616,1.6760412714292802e-09,0,0,-0.014415940428638585,-8.8817841970012523e-16,-0.54566567131086785,1.6110149264243733e-05,20
43,0.0053045440512679981,2.2073770364379122e-06,0,0,-0.013455186533910535,5.3290705182007514e-15,-0.51357443702188021,1.5635918774615713e-05,20
44,0.0067590141815694928,2.7689923201581919e-05,0,0,-0.012260237840719057,-2.2204460492503131e-15,-0.47313241575060871,1.5014987258966099e-05,20
45,0.0022687077112142941,6.5636975158210014e-07,0,0,-0.010819141021777057,-3.5527136788005009e-15,-0.42372672815078261,1.421764842007103e-05,20
46,3.1712460995319681e-05,1.1124651885093119e-07,0,0,-0.0091430155037102168,-4.4408920985006262e-16,-0.36536851347743493,1.3211744396448421e-05,20
47,2.6978069303205475e-06,2.1699829110136555e-08,0,0,-0.0072807170377586772,3.5527136788005009e-15,-0.29922657159727351,1.1967239173112148e-05,20
48,9.8614035355280296e-05,9.8940770405737505e-07,0,0,-0.0053302546570144216,-2.4646951146678475e-14,-0.22811215331955736,1.0461928550715319e-05,20
49,2.3869118404669507e-05,5.6444812253354199e-06,0,0,-0.0034411118524282358,1.3322676295501878e-14,-0.15672522159103153,8.6876930360567313e-06,20
50,4.1634315727007626e-06,9.7443896005300705e-06,0,0,-0.0018018488034030611,2.042810365310288e-14,-0.091445578409704353,6.6562000184106583e-06,20
51,1.9643627228364575e-05,1.8594669280568406e-09,0,0,-0.00061097102611284981,-1.354472090042691e-14,-0.03952844494969554,4.4027047144303149e-06,20
52,0.0012229778893974484,6.5750465405856949e-06,0,0,-3.5852066400110516e-05,-3.3306690738754696e-15,-0.0077655764063848665,1.9879842709234753e-06,20
53,5.580297860428721e-05,8.6841905873376877e-07,0,0,-0.00017166282855995973,1.4432899320127035e-14,-0.00093919404066866718,5.5672877004457688e-07,20
54,9.9972952116023038e-05,1.2842900258666193e-07,0,0,-0.0010152452651901456,-4.8849813083506888e-15,-0.020583286380308152,3.0372910258588419e-06,20
55,0.00011283038249740563,3.0949392357604064e-06,0,0,-0.0024645679751174043,-2.4424906541753444e-14,-0.064530074207794996,5.4506455050140457e-06,20
56,0.0053263697496791626,5.6337095805533472e-08,0,0,-0.0043441946422895228,7.9936057773011271e-15,-0.12743240155850089,7.6979631037610603e-06,20
57,0.00090022453864333125,2.7140742995728034e-08,0,0,-0.0064466853397817658,1.1546319456101628e-14,-0.20205732606581961,9.719040312223821e-06,20
58,0.0012688078531708788,3.2243835825741773e-08,0,0,-0.0085748875456630458,-2.6201263381153694e-14,-0.28086324701733645,1.1477765406891532e-05,20
59,0.0011365654485642636,2.8433722428739786e-09,0,0,-0.010572544682315055,-4.4408920985006262e-15,-0.35734282477325507,1.2961547323981134e-05,20
60,0.00099956088539859735,3.7347643333210838e-06,0,0,-0.012337761740354836,-7.1054273576010019e-15,-0.42680806702443164,1.4177749313451422e-05,20
61,0.00026606269404447485,6.4466340723547808e-06,0,0,-0.013820997358067189,-2.6645352591003757e-15,-0.48656495861384741,1.514807991918068e-05,20
62,0.0015749459191201399,5.1221263175931382e-05,0,0,-0.0150132692137257,-1.3322676295501878e-14,-0.53562811276533395,1.5902370614988729e-05,20
63,0.0012302349032528314,7.697256748092946e-06,0,0,-0.015930735905301141,8.8817841970012523e-16,-0.57420079371561172,1.6472864596760069e-05,20
64,2.8107664308421918e-05,4.7713589747695585e-06,0,0,-0.016600116310983015,-4.4408920985006262e-16,-0.60311573032683086,1.6889635852110189e-05,20
65,0.002844534155292545,3.3188427788417397e-06,0,0,-0.017047181416673718,-6.8833827526759706e-15,-0.62335604350164164,1.7177298525980738e-05,20
66,0.010312187849726658,3.5669190884532476e-06,0,0,-0.017288851687392456,-4.5796699765787707e-16,-0.63570290286640019,1.7352868931682713e-05,20
67,6.4426152278191965e-05,1.9690312642864791e-07,0,0,-0.017328579489150717,-2.5396351688300456e-15,-0.64051086630834553,1.7424522251963915e-05,20
68,0.00057638142005117803,5.044264399553858e-05,0,0,-0.017154568654522362,-2.2759572004815709e-15,-0.6375955313292454,1.7391006182969969e-05,20
69,2.4743706295475306e-06,2.0663716267181205e-06,0,0,-0.016740703518749234,8.8817841970012523e-16,-0.6262230444331105,1.7241582558098772e-05,20
70,0.0006855375605572257,3.0187795297894194e-06,0,0,-0.016050537308879065,-6.6613381477509392e-15,-0.60520652024019661,1.6956518696017349e-05,20
71,3.5151378066623698e-05,1.2894216921250863e-05,0,0,-0.015045034210346309,-4.4408920985006262e-15,-0.57312982189691297,1.650830166281483e-05,20
72,3.1780550008032083e-05,2.833208083481344e-07,0,0,-0.013694642866065365,0,-0.52872298261845785,1.5863857552557276e-05,20
73,1.4532709022352902e-05,2.8626266441762765e-09,0,0,-0.011995353356955007,5.3290705182007514e-15,-0.47139313082444545,1.4988070426432448e-05,20
74,0.00086045774745387279,3.0405575966010482e-05,0,0,-0.0099864571381260703,1.3322676295501878e-14,-0.40185988196691369,1.3848750753335457e-05,20
75,0.0070469081339414388,7.9787355970989472e-10,0,0,-0.0077650957345731797,8.4376949871511897e-15,-0.3227571033207326,1.2422857262278939e-05,20
76,0.00015283532552077796,8.0340945832002956e-06,0,0,-0.0054905215270046881,1.3322676295501878e-14,-0.23897242415755926,1.0703248140481838e-05,20
77,4.3079975338958895e-05,1.5402685121447297e-07,0,0,-0.0033712560046375017,2.4424906541753444e-14,-0.15746208717980892,8.7046616349578945e-06,20
78,0.0041956925821928373,8.8155446869211894e-07,0,0,-0.0016327167747363092,-2.4424906541753444e-15,-0.086371435351097148,6.4672682505274666e-06,20
79,0.0044788831602008989,3.8271176581348379e-07,0,0,-0.00047102455719283398,2.3092638912203256e-14,-0.033534101070245015,4.0563864444622396e-06,20
80,8.1893744816246097e-06,8.1926863332346647e-08,0,0,-6.9918458329709665e-06,8.659739592076221e-15,-0.0047360465955392783,1.5596872123759597e-06,20
81,2.0114178736175268e-05,6.8886693827761665e-10,0,0,-0.00025729060037704699,-8.2156503822261584e-15,-0.0023376945250674908,9.5942255869655263e-07,20
82,1.2935609920627457e-07,7.8574200286813658e-06,0,0,-0.0011341939262976553,8.4376949871511897e-15,-0.024783133451506956,3.3497001245335015e-06,20
83,0.00019744264321515601,2.8701383575981831e-06,0,0,-0.0024733347611203271,-6.6613381477509392e-15,-0.067178547433364599,5.5716759002964664e-06,20
84,0.0016695771717859726,7.5840525028201835e-07,0,0,-0.0040774898884663457,1.8873791418627661e-14,-0.12267683637824689,7.5604490710200902e-06,20
85,0.0016653945951969904,5.3014043728580638e-06,0,0,-0.0057598742289393101,1.7541523789077473e-14,-0.18411654164217595,9.2832112006758708e-06,20
86,0.00010575972629208152,2.181684681752283e-06,0,0,-0.0073741354127054848,1.3100631690576847e-14,-0.24536771378742728,1.0732262944636693e-05,20
87,2.078324694571025e-05,3.4273999130342656e-07,0,0,-0.0088263656550129355,-5.9952043329758453e-15,-0.30207450562755866,1.1920190293090924e-05,20
88,2.0431752137686807e-06,1.6447546670053459e-07,0,0,-0.010071810325166908,-1.8873791418627661e-14,-0.35177717176494028,1.2873393882123561e-05,20
89,0.0003073977148952302,1.6043507714349172e-05,0,0,-0.01110256320712999,-4.4408920985006262e-15,-0.39359394200991105,1.3625320826676272e-05,20
90,4.5399010856585986e-06,2.0086813771970872e-06,0,0,-0.011932445822166571,2.6645352591003757e-15,-0.42769874271245634,1.4210491853752139e-05,20
91,0.0018520542829651729,2.2371134065561153e-08,0,0,-0.012583196897623328,-4.4408920985006262e-15,-0.45478334830824529,1.4659858397724068e-05,20
92,6.4711126616416093e-05,2.4640357429125192e-05,0,0,-0.013073791371746246,1.7763568394002505e-15,-0.47560870240624276,1.4997549658640982e-05,20
93,1.3192922431474934e-06,5.0191907941985221e-06,0,0,-0.013413124158187628,-3.3306690738754696e-15,-0.49067874320043425,1.5238790926594482e-05,20
94,1.1201549638586757e-05,1.3450989709346275e-05,0,0,-0.013595635515844792,-1.4849232954361469e-15,-0.50003055372321858,1.5388691415768696e-05,20
95,9.0653893845699606e-05,9.6646590545125497e-07,0,0,-0.013599526705101006,-1.5820678100908481e-15,-0.5031257445576911,1.5441662821322317e-05,20
96,5.7096156314123221e-06,1.0440933662656327e-07,0,0,-0.013387712899664395,-2.1649348980190553e-15,-0.49883987721106837,1.5381381405272329e-05,20
97,6.9468404302373628e-06,1.4822821381854292e-07,0,0,-0.012912277316205145,-4.6629367034256575e-15,-0.48556810424178298,1.5181396822846637e-05,20
98,0.0011132850350890544,6.5213104071412519e-06,0,0,-0.01212357932923247,-6.6613381477509392e-15,-0.46148397155602439,1.4806673470236759e-05,20
99,1.0354343368567371e-05,1.8936405622028891e-06,0,0,-0.010984881771974209,-3.1086244689504383e-15,-0.42498964242325421,1.4216467658595459e-05,20
100,0.00016048707696737129,9.5181182251196704e-06,0,0,-0.0094919034940641467,-6.6613381477509392e-15,-0.37536184412434181,1.3368919999684519e-05,20
101,6.8726256771241658e-05,1.4925210585700858e-05,0,0,-0.0076938442125626949,5.773159728050814e-15,-0.31351496261793699,1.2227491379952251e-05,20
102,7.297721364715543e-05,5.8618308528242052e-07,0,0,-0.0057087940261304482,6.4392935428259079e-15,-0.24267884678902618,1.07688423971685e-05,20
103,0.0038584328205328285,4.0816853126853786e-05,0,0,-0.0037240038889159166,6.8833827526759706e-15,-0.16867444262652853,8.9910077127995279e-06,20
104,0.0035802121469880881,7.324187583553135e-06,0,0,-0.0019731737252399739,2.3314683517128287e-15,-0.099459750524250268,6.9199848189300036e-06,20
105,1.545454984177458e-05,9.665574444624372e-07,0,0,-0.00069058977753577722,9.8809849191638932e-15,-0.043803154504917785,4.6125591712959592e-06,20
106,4.693575605782766e-08,2.2281130544654268e-06,0,0,-5.3673352983452105e-05,7.9103390504542404e-15,-0.0093163033572309928,2.1540642842645626e-06,20
107,6.8003847944445744e-05,5.4926984748608719e-06,0,0,-0.00013476010606794375,1.0824674490095276e-15,-0.00047624689396030817,3.7429349563410805e-07,20
108,2.4179570333175476e-05,4.2445239695490415e-06,0,0,-0.00088233800234327475,3.1086244689504383e-15,-0.017416978884014611,2.8076069124016415e-06,20
109,0.0014427053379830425,3.5657144954793133e-06,0,0,-0.0021397724259841766,2.1788126858268697e-15,-0.056005671130499479,5.0936293432304752e-06,20
110,0.0094547212727192822,1.0333047458005633e-06,0,0,-0.0036925081021692563,4.8572257327350599e-15,-0.10915003440908677,7.1405208210606701e-06,20
111,0.00056448363352817801,9.3205255452182607e-07,0,0,-0.0053234262266474985,3.70536934468646e-15,-0.16875307753160484,8.8980281380357892e-06,20
112,0.00011395846948781764,2.6023534932312795e-07,0,0,-0.0068564045987473676,4.9127368839663177e-15,-0.22754966036000113,1.0346751614893998e-05,20
113,1.2912421202637235e-05,6.5600547389137893e-07,0,0,-0.008177633534849349,0,-0.28027126364493959,1.1494053596834335e-05,20
114,0.0028800757779315778,8.838382916548187e-08,0,0,-0.0092354446116091893,3.4416913763379853e-15,-0.32398567439368087,1.2366880112620175e-05,20
115,0.00065685226270395405,2.1123890228176752e-08,0,0,-0.010026312621754574,1.7763568394002505e-15,-0.35779144340937385,1.3003483870901328e-05,20
116,0.00012065809837404519,1.7192267996682135e-05,0,0,-0.010575882637853917,7.7715611723760958e-16,-0.38218391706159194,1.3445759116273941e-05,20
117,1.125759637058268e-05,3.7949470540833609e-07,0,0,-0.010921390355567162,4.4408920985006262e-16,-0.39837338518314724,1.3733149799849712e-05,20
118,0.00077194010162613777,5.5537402040110509e-08,0,0,-0.01109845078903593,6.9388939039072284e-17,-0.40772113760100415,1.3898383725868412e-05,20
119,0.00012117718246088837,0.00021412259792132697,0,0,-0.01113263854916955,-9.540979117872439e-17,-0.41134908877822546,1.3964821201139835e-05,20
120,0.00051986573800343267,5.0574726108987416e-06,0,0,-0.01103506164182777,-1.6653345369377348e-16,-0.40991147380633364,1.3945016580391434e-05,20
121,0.00024705640362509738,1.9003599143346026e-07,0,0,-0.010800987557601394,-3.3306690738754696e-16,-0.40349475137461122,1.3840113040486141e-05,20
122,0.0013809236888608334,6.1956729905467463e-07,0,0,-0.010411055874683939,8.8817841970012523e-16,-0.39161998546145238,1.3639841092394169e-05,20
123,0.0039099782682712253,2.8506126431440838e-07,0,0,-0.0098352940733152927,6.106226635438361e-16,-0.3733444140402522,1.3323098726284439e-05,20
124,0.0044554061188225172,8.3928236511476605e-10,0,0,-0.0090406914034630859,1.1102230246251565e-16,-0.34748177099750066,1.2859300550392089e-05,20
125,9.5691934484499414e-05,3.2890204346477964e-06,0,0,-0.0080031047399096167,4.4408920985006262e-15,-0.31297087199806128,1.2210842194779858e-05,20
126,4.5129665735835208e-05,1.0393824992587236e-05,0,0,-0.0067233485148747718,3.4972025275692431e-15,-0.26940408782503766,1.1337068992111081e-05,20
127,9.0140311826023364e-05,9.7754092624062573e-07,0,0,-0.0052451684129781739,6.5780714209040525e-15,-0.21766817067324951,1.0199986084229413e-05,20
128,0.00036667971534838021,1.306606878550076e-06,0,0,-0.0036697054108145721,7.5633943552588789e-15,-0.16054966689274153,8.7715380015293633e-06,20
129,4.3250183492015799e-06,1.1775827744011314e-05,0,0,-0.0021584109980725685,-6.25888230132432e-15,-0.10304836773958925,7.041633269245044e-06,20
130,0.00021777107756032141,1.753148352951451e-07,0,0,-0.00091663760252203019,3.8302694349567901e-15,-0.052099229820647963,5.0253698046880799e-06,20
131,0.00054410516356653447,2.5709171778041773e-05,0,0,-0.00015552132225948867,5.2180482157382357e-15,-0.015515690943601612,2.7676282875119689e-06,20
132,0.00014735245888171448,7.0185850888845397e-07,0,0,-3.981963609334116e-05,4.829470157119431e-15,-0.00026674324310249631,3.5730837362590265e-07,20
133,4.9608893101433313e-06,6.504169887269916e-07,0,0,-0.00063927494548110531,5.9952043329758453e-15,-0.010580938640984527,2.1678570762419729e-06,20
134,0.00077392275092897397,1.6657534738992849e-05,0,0,-0.0019037234924716984,0,-0.046600249486552059,4.6352695742973919e-06,20
135,3.1412439865380105e-05,4.9540028048398455e-09,0,0,-0.0036736819553144784,8.659739592076221e-15,-0.10417732413291958,6.9683534394395392e-06,20
136,0.0032246324041879295,4.8074993286686275e-09,0,0,-0.0057223565461832493,8.659739592076221e-15,-0.17593233667088271,9.0797539391104537e-06,20
137,5.7046240730153118e-06,8.065255516738565e-07,0,0,-0.0078115224390060689,1.3322676295501878e-15,-0.25313012036552607,1.0908850789201059e-05,20
138,4.7730036697290975e-06,9.8554916135615319e-06,0,0,-0.0097403788709922168,-1.7763568394002505e-15,-0.32763859149574692,1.2424840777760178e-05,20
139,9.2891543968642685e-06,2.2977045202612451e-10,0,0,-0.011373583075041438,3.9968028886505635e-15,-0.3933262022316093,1.3624856213829485e-05,20
140,0.012883997506394955,2.1420856762063677e-05,0,0,-0.012646001294567277,8.8817841970012523e-16,-0.44661907519422783,1.4528118379734565e-05,20
141,2.7324188168439121e-05,3.8171982920740098e-05,0,0,-0.013550413574785258,2.2204460492503131e-15,-0.48631342147121082,1.5168184805318024e-05,20
142,0.00081180778142979305,1.126950981449393e-06,0,0,-0.014117444171997395,-1.1657341758564144e-15,-0.51294601145503949,1.5585186371824289e-05,20
143,0.0017282781720208327,1.0698881920370559e-07,0,0,-0.014395426134238672,7.8409501114151681e-16,-0.52803952760768014,1.5819296402191442e-05,20
144,0.00065664302906469319,4.4055119843817898e-06,0,0,-0.014434490828203826,-6.8695049648681561e-16,-0.53343911569438085,1.5905942682202658e-05,20
145,1.6526219838821898e-05,3.1063825188971095e-06,0,0,-0.014276110659865449,4.2188474935755949e-15,-0.5308345751420922,1.5872721083735731e-05,20
146,8.0200178837956198e-06,3.7333115354854502e-07,0,0,-0.013947536526976334,2.886579864025407e-15,-0.52147485624446599,1.5737679502428448e-05,20
147,0.00010244800812039861,5.7397608574035005e-06,0,0,-0.013460010212034579,-1.3322676295501878e-15,-0.50604105433776336,1.5508579566345065e-05,20
148,0.00018012719513341236,1.1412459750284067e-06,0,0,-0.012809854359495887,-2.2204460492503131e-15,-0.48464015592346321,1.5182832842262709e-05,20
149,0.0003968718794264656,2.1657601330517929e-07,0,0,-0.011982094066029347,7.9936057773011271e-15,-0.45689740253414968,1.4747972186232687e-05,20
150,0.00010432705837097523,2.0074315596762316e-06,0,0,-0.010956788779495241,5.3290705182007514e-15,-0.42214548092945847,1.418269986738124e-05,20
151,3.8464702979013064e-05,1.6219120755475597e-05,0,0,-0.0097184573164437182,-1.4654943925052066e-14,-0.37972204210159788,1.3458706787993541e-05,20
152,6.4734192681615973e-07,1.477503017932239e-06,0,0,-0.0082685811440779133,1.532107773982716e-14,-0.32938271385233264,1.254353670538244e-05,20
153,0.0034497261730831973,2.3284496191099398e-07,0,0,-0.0066399532691505669,1.7541523789077473e-14,-0.27180547587277459,1.1404724009549007e-05,20
154,3.4536387677267332e-05,3.6355677484384768e-05,0,0,-0.0049096598172475581,9.5479180117763462e-15,-0.20910109349560457,1.0015215111140365e-05,20
155,6.3367364725586584e-05,4.1905020059253419e-08,0,0,-0.0032053929109281398,1.8873791418627661e-14,-0.14516707700839504,8.3596781956147007e-06,20
156,0.000755523572305894,8.2672128342433995e-08,0,0,-0.0016990002444465802,1.8318679906315083e-14,-0.085669005532110987,6.4407887308120045e-06,20
157,0.00031721716512597313,3.1997236282220283e-06,0,0,-0.00058336547450466014,5.8841820305133297e-15,-0.037462282186616847,4.2841946906460299e-06,20
158,0.00022862862380672072,3.47547328491968e-05,0,0,-3.4556017922682258e-05,1.3100631690576847e-14,-0.0074238571381357588,1.9419056329367245e-06,20
159,0.0028820947888274066,1.0727743626899825e-05,0,0,-0.00016887141749322154,2.5091040356528538e-14,-0.00092327452930618392,5.5513311438502649e-07,20
160,0.00030560656486751386,3.4131215617256426e-10,0,0,-0.0010096840782978234,3.0864200084579352e-14,-0.020405869948341149,3.0271542354131099e-06,20
161,1.0505583573153036e-07,1.7322380449018449e-06,0,0,-0.0024775054817709474,1.9095836023552692e-14,-0.064623243910020278,5.4576582579235513e-06,20
162,0.0018942885173391885,3.5632651589186731e-08,0,0,-0.0044079433369397236,2.6645352591003757e-15,-0.12883884855226313,7.743596282618227e-06,20
163,7.5846129487226912e-06,4.4037429897993294e-07,0,0,-0.0065906219203206717,1.7763568394002505e-15,-0.20594298268505895,9.8155476066176407e-06,20
164,0.00014657405988912606,2.7923311049329688e-06,0,0,-0.008814362491662564,-2.1316282072803006e-14,-0.28805004730217121,1.1627441494752492e-05,20
165,0.0033541379171987992,1.9553119412873781e-08,0,0,-0.010903839689836659,1.1546319456101628e-14,-0.36801843953161395,1.315775065356761e-05,20
166,0.0019095308533950408,8.9003058593426811e-06,0,0,-0.01273921999595018,1.5987211554602254e-14,-0.44046720733437894,1.4407092285404736e-05,20
167,0.00018391848790333366,5.4501190123637047e-05,0,0,-0.01425830702930142,1.0658141036401503e-14,-0.50214047495312286,1.5393114529425138e-05,20
168,0.00050670491166356644,2.6498339810563289e-06,0,0,-0.015446285075292998,-1.7763568394002505e-15,-0.55172230637342423,1.614419922564968e-05,20
169,0.0010477140448892927,1.577462741818946e-06,0,0,-0.016319815171145891,-6.2172489379008766e-15,-0.58933077242867959,1.6693322967236137e-05,20
170,9.6850213971938122e-07,4.5990255491823272e-07,0,0,-0.016910971126721019,-1.5543122344752192e-15,-0.61591869511903408,1.7072922910107077e-05,20
171,2.7337426157420404e-05,5.0188253309983811e-06,0,0,-0.017254124854095387,-2.2204460492503131e-15,-0.63273598616321491,1.7311095420243492e-05,20
172,0.0018542197576870078,4.5697235465795147e-06,0,0,-0.017376794718338237,-5.5407067822699219e-15,-0.64092465354199091,1.7429076262377268e-05,20
173,3.5488212063384549e-05,2.5648515567292168e-09,0,0,-0.017294237774923171,4.0523140398818214e-15,-0.64125731250620321,1.7439758656597308e-05,20
174,0.0043027753186966403,4.7568415016086898e-07,0,0,-0.01700717535110563,-1.3322676295501878e-15,-0.63400197143043391,1.7346974735485238e-05,20
175,4.6968125631402005e-05,5.8285432331370167e-06,0,0,-0.016502213740641203,-4.4408920985006262e-15,-0.61889342126618185,1.7145343725869676e-05,20
176,0.0020134331516022757,2.0754326424826657e-06,0,0,-0.015754946226339328,8.8817841970012523e-16,-0.59520355064364772,1.6820624253123848e-05,20
177,0.0017976130609518074,1.0015706215645421e-06,0,0,-0.014736117560617323,4.4408920985006262e-15,-0.56191841722501579,1.6350655656073465e-05,20
178,0.0014734469162399873,1.0627481119312009e-06,0,0,-0.013421321522354646,-3.5527136788005009e-15,-0.51803868797047059,1.5707095376296539e-05,20
179,6.2834606717558953e-05,1.751622764954624e-06,0,0,-0.011804199150786232,8.8817841970012523e-15,-0.46301165273048284,1.4858213035455981e-05,20
180,0.0029901126725732459,2.3095736637222444e-06,0,0,-0.0099117915732307438,-1.2434497875801753e-14,-0.3972679618964321,1.3772936814611594e-05,20
181,2.5680516900497961e-05,2.0468930992387998e-07,0,0,-0.0078186565063944613,-6.6613381477509392e-15,-0.32277208053270812,1.2426118414935168e-05,20
182,0.00055401550386384142,7.5579855408563268e-08,0,0,-0.0056542690381604643,1.9539925233402755e-14,-0.2434171246393575,1.0804581508647965e-05,20
183,0.00076615309281593755,2.3775334468112693e-05,0,0,-0.003597503808165925,1.3322676295501878e-14,-0.16504267445365883,8.9130166202060329e-06,20
184,0.0013024658180060779,5.8858528386058104e-05,0,0,-0.001854259275326342,-1.532107773982716e-14,-0.094886397918799048,6.7783698331034976e-06,20
185,0.00037860776366400848,2.8243987278986225e-06,0,0,-0.00062009195324819188,1.9539925233402755e-14,-0.040437641319094553,4.4513656866802933e-06,20
186,6.2843691257236044e-05,2.5617811776007623e-07,0,0,-3.7230107249541788e-05,-9.3258734068513149e-15,-0.0079163691293899774,2.0054744524927705e-06,20
187,3.852349835989139e-05,6.6575894434286484e-07,0,0,-0.00016038438595344928,4.8849813083506888e-15,-0.00083618049281852791,5.202618063717947e-07,20
188,6.9067813144674825e-05,8.7256257794143816e-06,0,0,-0.0009443790327310353,-9.5479180117763462e-15,-0.019169462142983207,2.9305034481681665e-06,20
189,0.00011882218992994674,3.2025208249540026e-06,0,0,-0.0022583613774642686,2.3092638912203256e-14,-0.059436515654731181,5.2305461270981138e-06,20
190,4.2994871823152715e-05,1.1273371402126746e-05,0,0,-0.0039204707419990825,2.3314683517128287e-14,-0.11567056879031412,7.3333031489977266e-06,20
191,0.00015076452355981677,2.2790886592111992e-06,0,0,-0.0057395059893821099,-1.1324274851176597e-14,-0.18087092520276826,9.1942412892321456e-06,20
192,0.00051254310364470584,3.5207615458370062e-06,0,0,-0.0075498536192029064,1.1990408665951691e-14,-0.24842773585909583,1.079312895148458e-05,20
193,6.6506388977366962e-05,2.3253551552321072e-06,0,0,-0.009231515784019706,3.0198066269804258e-14,-0.31311744778583162,1.2131021026111754e-05,20
194,0.00097798504651156826,2.4169462009903242e-06,0,0,-0.010714317484715963,2.0872192862952943e-14,-0.37151636242889197,1.3225184688068534e-05,20
195,0.0002971041804770462,5.4254060774552087e-06,0,0,-0.011970498143501374,-1.021405182655144e-14,-0.42190893502292681,1.4102996391794962e-05,20
196,0.0012839210085717021,6.9821674293102107e-06,0,0,-0.013001558567359517,-5.773159728050814e-15,-0.46388625527053406,1.4796014008699073e-05,20
197,6.3825279078081323e-07,2.6532285365124437e-07,0,0,-0.013824258681498058,6.2172489379008766e-15,-0.49783512907775673,1.5334997427138183e-05,20
198,0.0088484792474325148,5.2135390889822521e-06,0,0,-0.014458637778120842,6.2172489379008766e-15,-0.52445798227100582,1.574617192997572e-05,20
199,0.00032952029758508524,6.3862537818038217e-06,0,0,-0.014919103076598939,-1.7763568394002505e-15,-0.54439149579111001,1.6048677554058232e-05,20
