t,q1,v1,delta,q2,v2,bA,bB
0,0.40000000000000002,0,-0.40000000000000002,0,0,0,0
0.01,0.39647935967799208,-0.70412806440159137,0.058484053456003007,0,0,-4.0693164761717355,0
0.02,0.38621448383507923,-1.3488471041809749,-0.0044444358868907779,0.00045459405546307506,0.090918811092787266,0.65466136022972055,-4.0652504633309974
0.029999999999999999,0.36965006498514724,-1.9640366658054231,-0.33934725937125582,0.0012896262162900175,0.076087621072558606,-0.92163188043547684,0.66213011492974816
0.040000000000000001,0.34740847422641752,-2.4842814859405165,0.11335375532046366,0.0021520372783867341,0.096394591346778372,-3.1880160189485127,-0.91391824139789291
0.050000000000000003,0.32049664903740149,-2.898083551862686,-0.083792062636355386,0.0034699983517700282,0.16719762332982568,1.0901142424120154,-3.1762278167413815
0.059999999999999998,0.28977189677162596,-3.2468669012924232,-0.2468873734367765,0.0050166706873625601,0.14213684378858113,-1.4426484710641323,1.1039481003372236
0.070000000000000007,0.25608513126129445,-3.4904862007738728,0.14214088767531494,0.006594914385511152,0.17351189584106705,-2.0743228572306873,-1.4285322302876517
0.080000000000000002,0.22034838078480801,-3.6568638945234162,-0.12837927615200528,0.0085562342958066077,0.2187520862179495,1.3107128855629064,-2.0567802786505136
0.089999999999999997,0.18313751409922102,-3.7853094425939813,-0.14268836439686161,0.010590212748503143,0.18804360432137496,-1.5959717929617268,1.3289053419029042
0.10000000000000001,0.14496926293905107,-3.8483407894400115,0.14812520221894948,0.01264079887848057,0.22207362167403677,-0.93082305631986328,-1.577630793040339
0.11,0.10629954539807444,-3.8856027187553135,-0.1408176011255769,0.014955822820416968,0.24093116671321516,1.3526246748798787,-0.91011685270502773
0.12,0.067289236776957723,-3.9164590054680302,-0.042549107035600942,0.017202733447348191,0.20845095867303706,-1.4401381764316656,1.3727216544846184
0.13,0.028129891545016973,-3.9154100409201194,0.13792958237396175,0.019435689391944257,0.23814023024605943,0.10872301401721084,-1.4201660113001546
0.14000000000000001,-0.011033423189264277,-3.9172529059361296,-0.12575963912995902,0.021790875197564782,0.23289693087804156,1.2886294214471981,0.12978843626125083
0.14999999999999999,-0.05021016727009725,-3.9180959102304653,0.043945975379780247,0.023960389329905251,0.20100589559021895,-1.0376972729599356,1.3080341457594449
0.16,-0.089265386788395004,-3.8929479934290847,0.12002316397401096,0.026069777246914144,0.22087168781151267,0.97689958770071972,-1.0188303338665434
0.17000000000000001,-0.12805572358338277,-3.865119365568471,-0.089156471657792752,0.02815128859201774,0.19543058120916551,1.1990805250336742,0.99551719115507253
0.17999999999999999,-0.16643763204746342,-3.8112623272476629,0.11215999868761616,0.029952475106472531,0.16480672168184982,-0.46181383384811131,1.2151908269795844
0.19,-0.20403350140584284,-3.7079115444282209,0.10181363783869599,0.03163208969576748,0.17111619617712201,1.643999169925447,-0.44679090425745632
0.20000000000000001,-0.24040213592811024,-3.5658153600252631,-0.038749319250312685,0.033138452986359604,0.13015646194136432,1.1357333605827236,1.6574724927917472
0.20999999999999999,-0.27498810230502785,-3.3513779153582557,0.15990060097814188,0.034291390461029546,0.10043103299266264,0.19003987891404611,1.1460455468514013
0.22,-0.30699399214600942,-3.0498000528380547,0.086973995916664257,0.035252240876571077,0.091739050115632104,2.0845903134535968,0.19863398629548498
0.23000000000000001,-0.33559339788301129,-2.6700810945623217,0.015390501664037862,0.035913996768211373,0.040612128212469976,1.0946970845349722,2.0905092380864732
0.23999999999999999,-0.35989126974118113,-2.1894932770716484,0.18513467052549343,0.036175068826519573,0.011602283449058226,0.78959800938658953,1.0970321840125796
0.25,-0.37893917483456058,-1.6200877416042438,0.074257621844585897,0.036180198334074543,-0.010576381938103684,2.2591162984638737,0.78964388909692429
0.26000000000000001,-0.39198414914172813,-0.98890711982926438,0.061625945721619252,0.035799554283403853,-0.065552428196057763,1.019302832282041,2.2557117145737511
0.27000000000000002,-0.39844284502981303,-0.30283205778771016,0.18580626262302041,0.035008336623232952,-0.092691103838112576,1.2027775265447791,1.0122259663894801
0.28000000000000003,-0.3979770087891279,0.39599930592473859,0.059503779893109218,0.033925950197874734,-0.12378618123352815,2.1377431488315595,1.193096368044684
0.28999999999999998,-0.39064772234654027,1.0698579825927899,0.090339525471656579,0.032429093912435938,-0.17558507585409711,0.85173794419382787,2.1243548592044101
0.29999999999999999,-0.37678631596586182,1.7024232935429033,0.16277388911190699,0.030559267007448251,-0.19838030514342442,1.3525020274544686,0.83501370393098706
0.31,-0.35698936357974725,2.2569671836800071,0.040334316042010418,0.028406898889575382,-0.23209331843114586,1.7530772128816376,1.333250661757801
0.32000000000000001,-0.33210278460036702,2.7203486121960401,0.098328367077549758,0.02587426916421889,-0.27443262664006446,0.59194377083232286,1.7304246839707071
0.33000000000000002,-0.30301281783948225,3.0976447399809164,0.12227490206294978,0.023049884966229572,-0.2904442129578047,1.2560517911967906,0.56668171058720174
0.34000000000000002,-0.27062406094865687,3.3801066381841633,0.018465538088934461,0.019993089445489096,-0.32091489119022704,1.2054870403164644,1.2287109808860235
0.35000000000000003,-0.23580670635709239,3.5833642801287304,0.088764265303331202,0.016639392183301897,-0.34982456124723416,0.2885241630997909,1.1754906600996415
0.35999999999999999,-0.19925840326283895,3.7262963387219572,0.073528685602623642,0.013101363616833077,-0.35778115204651934,0.98486386692516692,0.25687907357594997
0.37,-0.16156181755747742,3.8130208023503451,-0.0029828326685889437,0.0094082532685138866,-0.38084091761730138,0.60405038461320337,0.95183168377616922
0.38,-0.12316958957070011,3.8654247950051168,0.066880902502896494,0.0055295804696058985,-0.39489364216434336,-0.016439086590184421,0.56935848044985082
0.39000000000000001,-0.084359867007729086,3.8965197175890878,0.024160901174715404,0.0015822332255598618,-0.39457580664484998,0.60433307696978533,-0.051745233664117256
0.40000000000000002,-0.045340194261439641,3.9074148316688002,-0.022724036832482052,-0.002428821246953804,-0.40763508785782221,0.018603837473714514,0.56845711512180763
0.41000000000000003,-0.0062414477452513144,3.9123344715688653,0.03677472093964608,-0.0065024242820484295,-0.40708551916108587,-0.31342577288020307,-0.017831575725568798
0.41999999999999998,0.032877036434753149,3.9113623644320268,-0.021674768030172358,-0.010530900255051838,-0.39860967543961134,0.15507018740802356,-0.34945755736564471
0.42999999999999999,0.071925386930483906,3.8983077347141255,-0.041547199175800957,-0.014524507764703499,-0.4001118264906911,-0.52097219415717289,0.1193502759398858
0.44,0.11079775179938192,3.8761652390654762,0.0012934734611510716,-0.018455108137428421,-0.38600824805430883,-0.61151335010439656,-0.55612855266036931
0.45000000000000001,0.14934082908516363,3.8324502180908682,-0.062240858907211073,-0.022232218002620849,-0.3694137249842161,-0.33259997182962137,-0.64529684777261986
0.46000000000000002,0.18727274513500294,3.7539329918769924,-0.060527373595514786,-0.025872316728680133,-0.3586060202276482,-0.99989609753124509,-0.36515800461473763
0.47000000000000003,0.22420888894051233,3.633295769224882,-0.03652959649213898,-0.029327607527001882,-0.33245213943666924,-0.91016756176618974,-1.0308011579595515
0.47999999999999998,0.2596273587589415,3.4503981944609525,-0.09608153035511717,-0.032529437852573444,-0.30791392567764431,-0.81494489341491694,-0.93880560280778336
0.48999999999999999,0.29283593073308878,3.1913162003685045,-0.078895738150310618,-0.035494723307280603,-0.28514316526376188,-1.3895464987558677,-0.84146721281258241
0.5,0.32303678625224308,2.8488549034623611,-0.07191342574529884,-0.038166443963363064,-0.24920096595258853,-1.174043577201483,-1.4134430947714245
0.51000000000000001,0.34933894409485483,2.4115766650599912,-0.12014861234734588,-0.040501440348490611,-0.21779831107288999,-1.2172681217372037,-1.1949284197789281
0.52000000000000002,0.37081429405544669,1.883493327058376,-0.092805233454303193,-0.042516378208637816,-0.18518926095657598,-1.631576404946357,-1.2352902738401139
0.53000000000000003,0.38662368729146745,1.2783853201457751,-0.097991136425043618,-0.044157948518349685,-0.14312480098572006,-1.33030965940601,-1.6462590561557984
0.54000000000000004,0.39607918751307863,0.61271472417646422,-0.12983753900042691,-0.045411845877300905,-0.10765467080453167,-1.4459887371934204,-1.3415248583317001
0.55000000000000004,0.39873580555742238,-0.081391115307716588,-0.096739664225801617,-0.04629762403136909,-0.069500960009197185,-1.6613227641086716,-1.4539113778553479
0.56000000000000005,0.39447738350499689,-0.77029329517737821,-0.10840711286757823,-0.046777566131829131,-0.026487460082802717,-1.3114660599629173,-1.6656154967562422
0.57000000000000006,0.38350088498820772,-1.4250064081804603,-0.1222147739696277,-0.04686650612706561,0.0086994610355109313,-1.4439392340645278,-1.3122615634639867
0.57999999999999996,0.36630280357772749,-2.0146098739155818,-0.087772184520941807,-0.046589008103387529,0.046800143700019801,-1.4665011323118644,-1.4414572162862678
0.58999999999999997,0.34362485953244548,-2.5209789351408189,-0.10161033104256607,-0.045928465416209367,0.085308393735574237,-1.1148473731657025,-1.4605930589095837
0.59999999999999998,0.31633389489472319,-2.9372139924036373,-0.099506170643784322,-0.044922849525333049,0.11581478443968896,-1.2353154332525802,-1.105852871200689
0.60999999999999999,0.28534683849668863,-3.2601972872032734,-0.068180704351372301,-0.043599587586188586,0.14883760338931848,-1.1088797013130347,-1.2234798186607145
0.62,0.25154938594236798,-3.4992932236608527,-0.081605023876709357,-0.041961316385854291,0.17881663667759373,-0.80111544910824972,-1.0942265582349222
0.63,0.21571342483077313,-3.6678989986581159,-0.067900438717916539,-0.040058902477536185,0.20166614498603708,-0.89627751397064392,-0.78409974182688824
0.64000000000000001,0.17848421623046792,-3.7779427214029266,-0.042909774958846389,-0.037918736226309112,0.22636710525933373,-0.67463486898416425,-0.87713528508706751
0.65000000000000002,0.14036294457790049,-3.8463116091105611,-0.054065133344647312,-0.03555785770602006,0.24580859879847808,-0.43639170721546866,-0.65351852955222256
0.66000000000000003,0.10170119421035206,-3.8860384643991241,-0.033217146777773827,-0.033030811206142589,0.25960070117701034,-0.49418738237848581,-0.41378911619135333
0.67000000000000004,0.062742287608867284,-3.9057428558978322,-0.015661227646549522,-0.030361077267163,0.27434608661890358,-0.22235497657103848,-0.4703085561008995
0.68000000000000005,0.0236383129673917,-3.9150520723972853,-0.022928478161983536,-0.027576043525459715,0.28266066172175425,-0.055551709497706526,-0.19744487750672199
0.69000000000000006,-0.015522148376794576,-3.9170401964399706,0.0013747138527676771,-0.024728304798818969,0.28688708360638954,-0.064557420784163905,-0.030080759997997208
