n,fne_min_delta_A,fne_min_delta_B,fne_viol_A,fne_viol_B,rA,rB,augmented_residual,inner_residual,inner_iterations
13,0.00073468408408736098,1.0951693498483533e-06,0,0,-0.012508592362739934,7.7715611723760958e-16,-0.46340146882369071,0.0057412917308566251,8
14,0.00014649781554041354,1.3937984806244941e-07,0,0,-0.012154756796067145,1.9984014443252818e-15,-0.45286440211175449,0.005678807419334431,8
15,0.00051185591312019347,9.8703925580329893e-06,0,0,-0.011645051978755649,-2.6645352591003757e-15,-0.43670791183500857,0.0055799003341994577,8
16,0.0014188664591147978,1.4935533014292366e-06,0,0,-0.010958839795462971,4.3298697960381105e-15,-0.41438581561284593,0.0054389721933375936,8
17,0.00095358136548142096,5.4917880639419033e-06,0,0,-0.010068969789395865,-7.2164496600635175e-15,-0.38499652306672161,0.0052464509402660913,8
18,2.7482347221233457e-05,6.8387496195222276e-08,0,0,-0.0089522369512948785,4.5519144009631418e-15,-0.34760284272016406,0.0049895517073616337,8
19,2.2400997843451935e-06,5.6552921438564904e-07,0,0,-0.0076039038333330922,-1.226796442210798e-14,-0.30169898354369806,0.0046535268326410514,8
20,0.0015747705465049388,9.245824747326788e-07,0,0,-0.0060549913308403092,2.7755575615628914e-15,-0.24780450043459368,0.0042235278476810169,8
21,0.00083437044539642511,1.2700236176090895e-05,0,0,-0.0043884253000854301,-1.0158540675320182e-14,-0.18808642987602298,0.0036871045434956249,8
22,0.0024291809048905331,1.16781808177838e-06,0,0,-0.0027472440391065334,-8.8262730457699945e-15,-0.12680706058410607,0.0030371857070992463,8
23,0.00045621399880409712,4.3462084514327727e-07,0,0,-0.0013268516992148705,1.0602629885170245e-14,-0.07031815944215225,0.0022752078219441464,8
24,0.00062105849672822199,3.8903446209550003e-06,0,0,-0.00034614798603271879,1.3655743202889425e-14,-0.026355530597214738,0.0014144310443228278,8
25,0.0037848428319098943,1.0625708780789955e-05,0,0,-2.5708056838880111e-07,7.6605388699135801e-15,-0.0025943954309539663,0.0004949632000460733,8
26,1.4571292762065997e-05,3.1947520868913508e-07,0,0,-0.00040791643015225532,1.1990408665951691e-14,-0.0047732110208968948,0.00056878016507782582,8
27,0.00015359285821433039,1.748668834299367e-06,0,0,-0.0015732168222193366,1.5099033134902129e-14,-0.03501121959173048,0.0015475792744433002,8
28,0.0013979679459843013,5.6214516914460438e-06,0,0,-0.003378456465803481,2.2204460492503131e-14,-0.091003874824231445,0.0025108561357632558,8
29,1.8949275084064964e-05,2.4920408758908781e-06,0,0,-0.0056121994694926514,5.3290705182007514e-15,-0.16647119579596392,0.0034077433760003476,8
30,0.0011847428255606519,1.83491772001501e-07,0,0,-0.0080212111341033676,-2.6645352591003757e-15,-0.25269721083325081,0.0042077367985960921,8
31,0.00012298840467881103,1.4361747300095423e-05,0,0,-0.010366031701655842,1.7763568394002505e-15,-0.34054876109865262,0.0048921988146804684,8
32,0.00010638762243874918,9.8170553132503064e-08,0,0,-0.012461903606061142,7.9936057773011271e-15,-0.42225099872302252,0.0054538399359696822,8
33,0.0011901335114946324,6.6290067998603214e-06,0,0,-0.014196460070781569,4.4408920985006262e-15,-0.49243369991820529,0.0058951203595552937,8
34,2.1248507558186903e-06,6.2875499179488981e-09,0,0,-0.015526105315553096,3.9968028886505635e-15,-0.54834685731000743,0.006225631815664324,8
35,0.0013904884150765652,5.5493303623480496e-05,0,0,-0.01645917513965478,-3.7747582837255322e-15,-0.5894487673407296,0.0064591240658412015,8
36,0.00052021673663415417,4.8236270196711573e-06,0,0,-0.017034761360535944,1.9984014443252818e-15,-0.61668747228260523,0.006610757053933161,8
37,0.00026599257981328858,1.9703052978473296e-07,0,0,-0.017303517285101669,-5.5511151231257827e-17,-0.63175411662652237,0.0066949128955161594,8
38,0.00059211281724817451,1.8122236434130756e-06,0,0,-0.017313407326607397,-7.4940054162198066e-16,-0.63647313740942169,0.0067236615081505188,8
39,0.0033522605337893323,2.2060899132192099e-07,0,0,-0.017100839277556901,-3.5527136788005009e-15,-0.63238594746178389,0.0067058131302165811,8
40,0.00039272648868175921,4.3441035750532838e-07,0,0,-0.01668637512868254,2.2204460492503131e-15,-0.62051758149674185,0.0066464224089820608,8
41,0.00052016730379860258,2.6115254667670313e-06,0,0,-0.01607401085038207,-6.2172489379008766e-15,-0.60129145374846438,0.0065466120944443146,8
42,0.0058845032200198497,1.6760412715369537e-09,0,0,-0.015253394459405989,-7.9936057773011271e-15,-0.57456217403406207,0.0064036310114458338,8
43,0.0053045441471904174,2.2073770364275373e-06,0,0,-0.01420490336296254,-1.2434497875801753e-14,-0.53975428145092152,0.0062111259253525104,8
44,0.0067590143196843006,2.7689923201565717e-05,0,0,-0.012907893738033138,3.0198066269804258e-14,-0.49611227543333669,0.0059596709421235886,8
45,0.0022687077592257352,6.5636975158360394e-07,0,0,-0.011352366345681375,1.9539925233402755e-14,-0.44307294134179642,0.0056376443864908496,8
46,3.1712461625543323e-05,1.1124651885327626e-07,0,0,-0.0095534910479848634,-3.1974423109204508e-14,-0.38075409826940643,0.0052325535993837935,8
47,2.6978069741321472e-06,2.1699829110136555e-08,0,0,-0.0075667769067493396,-7.9936057773011271e-15,-0.31050723389504498,0.0047328638775070812,8
48,9.8614036353590793e-05,9.8940770406792251e-07,0,0,-0.0054994797426637376,1.0658141036401503e-14,-0.23540879836128425,0.0041302777302815756,8
49,2.3869118443815338e-05,5.6444812253354199e-06,0,0,-0.0035121311702042135,3.7081449022480228e-14,-0.1604917376778161,0.0034222524192241994,8
50,4.1634315361630351e-06,9.7443896005300705e-06,0,0,-0.00180449919857395,9.7699626167013776e-15,-0.092496019525839301,0.002614435794364232,8
51,1.9643626828324175e-05,1.8594669295690507e-09,0,0,-0.00058425249478233354,-2.0872192862952943e-14,-0.039002177714408504,0.0017231212003633535,8
52,0.0012229778500959874,6.5750465405497468e-06,0,0,-2.3757860475370762e-05,-1.4432899320127035e-14,-0.0070244151217195849,0.00078464833165483249,8
53,5.5802976204610751e-05,8.6841905872719929e-07,0,0,-0.00021772864555913429,1.1102230246251565e-14,-0.0014127317528647154,0.00035500299231614889,8
54,9.9972946921475135e-05,1.2842900258540048e-07,0,0,-0.0011571704369188751,-1.3766765505351941e-14,-0.023597637614940936,0.0012688945162539955,8
55,0.00011283037592235286,3.0949392357633871e-06,0,0,-0.0027302282043244475,-6.2172489379008766e-15,-0.07116117237039532,0.0022145927766243204,8
56,0.0053263694218265989,5.6337095803867689e-08,0,0,-0.0047498112650714575,-6.2172489379008766e-15,-0.13841480258624017,0.0031002762050264627,8
57,0.00090022448302017012,2.7140742995151599e-08,0,0,-0.0069971528058232479,-1.9095836023552692e-14,-0.21775914563119869,0.0038982529190282203,8
58,0.0012688077779594059,3.2243835825741773e-08,0,0,-0.0092656625795903835,-2.1760371282653068e-14,-0.30131785091835184,0.0045935108305973507,8
59,0.001136565386613319,2.8433722428709772e-09,0,0,-0.011392266927728656,5.3290705182007514e-15,-0.38231610629824786,0.0051808721970489236,8
60,0.00099956083735837516,3.7347643333073441e-06,0,0,-0.013270872022035363,-2.6645352591003757e-15,-0.4558783021992987,0.0056631156529590495,8
61,0.00026606268327339838,6.446634072319346e-06,0,0,-0.014849882078637577,1.6875389974302379e-14,-0.519197209019854,0.0060486501342556847,8
62,0.0015749458683685278,5.12212631759548e-05,0,0,-0.016119730095894624,-1.2434497875801753e-14,-0.57123252926109203,0.0063490435555253301,8
63,0.0012302348741714464,7.6972567480915619e-06,0,0,-0.017096779777239224,1.7763568394002505e-15,-0.61217080629721288,0.0065767828449223176,8
64,2.810766388724191e-05,4.7713589747774952e-06,0,0,-0.017808166577270246,-1.0658141036401503e-14,-0.64284670188127091,0.0067434854527668679,8
65,0.0028445341370772707,3.3188427788545231e-06,0,0,-0.018279854864030276,-2.2204460492503131e-16,-0.6642475519430302,0.0068586164254019252,8
66,0.010312187870022003,3.5669190884532476e-06,0,0,-0.018528453509808251,-6.0645932720149176e-15,-0.67714902375439567,0.0069286548110174973,8
67,6.4426152922649271e-05,1.9690312642553237e-07,0,0,-0.018556472552188688,-1.609823385706477e-15,-0.6818833935417945,0.0069566092738374014,8
68,0.00057638143015896633,5.044264399543718e-05,0,0,-0.018350586871959895,-3.8857805861880479e-15,-0.67822560320229774,0.0069417922470903911,8
69,2.4743706897150409e-06,2.0663716267127634e-06,0,0,-0.017882809321111415,6.4392935428259079e-15,-0.66538748196958508,0.006879805217805594,8
70,0.00068553758111153189,3.0187795298014943e-06,0,0,-0.01711496123928713,0,-0.64212629879475092,0.0067627466918135778,8
71,3.5151379263970526e-05,1.2894216921254648e-05,0,0,-0.016007154580156779,-2.6645352591003757e-15,-0.60698892742504462,0.0065797129044692908,8
72,3.1780551152269451e-05,2.8332080834626436e-07,0,0,-0.014530819863963984,7.1054273576010019e-15,-0.55871527993589609,0.0063177021206240148,8
73,1.4532709534396466e-05,2.8626266441762765e-09,0,0,-0.012685770432613097,1.2434497875801753e-14,-0.49680117600038898,0.00596303514310304,8
74,0.00086045777436453605,3.0405575966002825e-05,0,0,-0.010518709869961285,-4.4408920985006262e-15,-0.42216149895013899,0.0055033440561206215,8
75,0.0070469083019346008,7.9787355970989472e-10,0,0,-0.0081378447709425927,1.1546319456101628e-14,-0.33774332887799119,0.0049300431025864292,8
76,0.00015283532750885116,8.0340945832035007e-06,0,0,-0.0057161486385339799,-2.6645352591003757e-15,-0.24884760535334038,0.0042409926493926454,8
77,4.3079975309089864e-05,1.5402685121583146e-07,0,0,-0.0034763829423738457,6.6613381477509392e-15,-0.16289036380629796,0.0034428654085616184,8
78,0.004195692513863594,8.8155446869543328e-07,0,0,-0.0016558772812871325,1.3322676295501878e-15,-0.088440935983008728,0.0025526840150441031,8
79,0.0044788830149635394,3.8271176581780964e-07,0,0,-0.00045768873798479603,1.4876988529977098e-14,-0.033633116385161088,0.0015986967741724323,8
80,8.1893740915940962e-06,8.1926863331846659e-08,0,0,-3.1539527221013941e-06,-1.1768364061026659e-14,-0.004366591779799478,0.00063059840283852351,8
81,2.0114177519185784e-05,6.8886693823161672e-10,0,0,-0.00030339863466721795,-6.6613381477509392e-15,-0.0029158015513175428,0.00045975626109157411,8
82,1.2935609015353011e-07,7.8574200286813658e-06,0,0,-0.0012609841000390531,-1.3100631690576847e-14,-0.027478379618614213,0.0013701228246175878,8
83,0.00019744262830816126,2.870138357586237e-06,0,0,-0.0027002778010860595,-1.3988810110276972e-14,-0.072826293721746538,0.0022429063565150569,8
84,0.001669577043289724,7.5840525027588742e-07,0,0,-0.0044135716323125962,1.1102230246251565e-16,-0.13176726036396502,0.0030273550978946961,8
85,0.0016653944707625088,5.301404372842154e-06,0,0,-0.0062058107981144417,5.5511151231257827e-16,-0.19684065843239296,0.0037083042923820256,8
86,0.00010575971895597431,2.1816846817548919e-06,0,0,-0.0079250266456902807,4.2632564145606011e-14,-0.26169115118109687,0.0042823328580962015,8
87,2.0783245665217872e-05,3.427399913033824e-07,0,0,-0.0094740604413043883,1.0436096431476471e-14,-0.32181351823000526,0.0047542932183761519,8
88,2.043175107289137e-06,1.644754666991137e-07,0,0,-0.010806627647832912,1.2434497875801753e-14,-0.37466118851236985,0.0051344686517457811,8
89,0.00030739770215965805,1.604350771434575e-05,0,0,-0.011914298878804352,1.3322676295501878e-14,-0.41930833730977568,0.0054358485466423408,8
90,4.5399009497703861e-06,2.0086813772066422e-06,0,0,-0.012810744990668255,-2.2204460492503131e-15,-0.45590755038056052,0.0056717793884267145,8
91,0.0018520542499014584,2.2371134065036422e-08,0,0,-0.013517418472384524,-7.9936057773011271e-15,-0.48513436893204087,0.0058541539637771743,8
92,6.4711126271113043e-05,2.4640357429125192e-05,0,0,-0.014052487082924392,1.1102230246251565e-15,-0.50772421554893832,0.0059921457721576008,8
93,1.319292253112768e-06,5.0191907942140025e-06,0,0,-0.014423245944822249,1.1102230246251565e-15,-0.52413516214935418,0.0060913981588827815,8
94,1.1201549871050395e-05,1.3450989709333141e-05,0,0,-0.014621597582214152,-1.6514567491299204e-15,-0.53433079369225445,0.0061535509366451111,8
95,9.0653896933073672e-05,9.6646590545473924e-07,0,0,-0.014622297168680153,-2.1857515797307769e-16,-0.53766939356609134,0.0061760151467939329,8
96,5.7096159007433638e-06,1.0440933662656327e-07,0,0,-0.014384196702486307,2.2204460492503131e-16,-0.53289871611581052,0.0061519678961900236,8
97,6.9468408436811841e-06,1.4822821381313964e-07,0,0,-0.013855360069654488,2.2204460492503131e-16,-0.51827787912037282,0.0060706147312027305,8
98,0.0011132851133493363,6.5213104071397713e-06,0,0,-0.012983281597863883,-5.773159728050814e-15,-0.49186645381943528,0.0059178380450309711,8
99,1.0354344180793386e-05,1.8936405622028891e-06,0,0,-0.011731033653713752,2.2204460492503131e-15,-0.45201951086365533,0.0056773931309945513,8
100,0.00016048709024562359,9.5181182250979847e-06,0,0,-0.010098473164712019,-3.9968028886505635e-15,-0.39808723208382979,0.0053327975721137394,8
101,6.8726262405331627e-05,1.4925210585674234e-05,0,0,-0.0081444667576437979,1.1546319456101628e-14,-0.33122542683800305,0.0048699512597229879,8
102,7.2977219138542019e-05,5.8618308527969001e-07,0,0,-0.0060022374064150341,6.4392935428259079e-15,-0.25509048791166222,0.0042803067423206453,8
103,0.0038584330604356197,4.0816853126872962e-05,0,0,-0.003877631841072926,2.886579864025407e-15,-0.17607688115657183,0.0035641148630290108,8
104,0.0035802123016798774,7.3241875835503085e-06,0,0,-0.00202247065223915,0,-0.10275940233332648,0.0027330162405992293,8
105,1.5454550145565301e-05,9.665574444624372e-07,0,0,-0.00068389359381093584,1.0158540675320182e-14,-0.044417671141864901,0.0018113222782829156,8
106,4.6935755759356119e-08,2.2281130544654268e-06,0,0,-4.3183054508233454e-05,4.163336342344337e-15,-0.0089277345728717705,0.00083766837143794731,8
107,6.8003845746049385e-05,5.4926984748654272e-06,0,0,-0.00016666001033627253,4.8849813083506888e-15,-0.00071299730665685956,0.000231256495356055,8
108,2.4179568985812693e-05,4.2445239695640526e-06,0,0,-0.00098935779861619721,8.659739592076221e-15,-0.019569846285204306,0.0011533828316625673,8
109,0.0014427052304833549,3.5657144954784078e-06,0,0,-0.0023382986481639279,3.9933334416986099e-15,-0.060866589673317151,0.002051972254684641,8
110,0.0094547204463182634,1.0333047458060472e-06,0,0,-0.0039842502468498964,2.9976021664879227e-15,-0.11700331113805262,0.0028564728842347406,8
111,0.00056448358049198202,9.320525545227127e-07,0,0,-0.0056999230326404415,3.6082248300317588e-15,-0.17948513172360592,0.0035461559680099049,8
112,0.0001139584587255019,2.6023534932312795e-07,0,0,-0.0073041473724835271,5.3013149425851225e-15,-0.24080946347374166,0.0041138964662616037,8
113,1.2912420045553594e-05,6.5600547388708299e-07,0,0,-0.0086821635682365894,4.9960036108132044e-16,-0.29561863788320686,0.0045632310899625271,8
114,0.0028800755461643791,8.838382916548187e-08,0,0,-0.0097837687785746752,2.4980018054066022e-15,-0.34099255332180434,0.0049052440863936271,8
115,0.00065685221807589944,2.1123890227158556e-08,0,0,-0.010607762704078372,-1.1102230246251565e-16,-0.37609019897423401,0.0051552322122763025,8
116,0.00012065809199276178,1.7192267996688898e-05,0,0,-0.011181894007859627,-8.8817841970012523e-16,-0.40147412462685006,0.0053296930878305639,8
117,1.1257595966339713e-05,3.7949470540775233e-07,0,0,-0.011544683388482913,-3.3306690738754696e-16,-0.41840293393760719,0.005443966018336817,8
118,0.000771940088165957,5.5537402040942567e-08,0,0,-0.011731955025524543,2.0816681711721685e-16,-0.42825463355634058,0.0055105973530621393,8
119,0.00012117718274455618,0.00021412259792126737,0,0,-0.011768353814869091,-6.7654215563095477e-17,-0.43213162670374239,0.0055383335118879586,8
120,0.0005198657500446155,5.0574726108987416e-06,0,0,-0.011662972849650011,-3.8857805861880479e-16,-0.43063242107733801,0.0055315803745252115,8
121,0.00024705641468192373,1.9003599143386334e-07,0,0,-0.011408156571109496,0,-0.42375538600892382,0.0054901836719168226,8
122,0.0013809237810140425,6.1956729904362085e-07,0,0,-0.010981093051496416,-7.7715611723760958e-16,-0.41091061673038887,0.0054094488257674569,8
123,0.0039099786135841441,2.8506126431440838e-07,0,0,-0.010348533981356933,1.3877787807814457e-15,-0.3910402541611262,0.0052804029191637269,8
124,0.0044554066016837387,8.3928236511476605e-10,0,0,-0.0094755034067333099,2.2204460492503131e-15,-0.36287079839904735,0.0050903843604259398,8
125,9.5691946488986486e-05,3.2890204346477964e-06,0,0,-0.0083387582411171834,8.8817841970012523e-16,-0.32532844099484315,0.0048241054534914367,8
126,4.5129671945664767e-05,1.0393824992564791e-05,0,0,-0.0069445871771414147,8.6042284408449632e-15,-0.2781239056971252,0.0044653421811365742,8
127,9.0140324701488489e-05,9.7754092624755488e-07,0,0,-0.0053480191315475878,2.8171909249863347e-15,-0.22244320348879754,0.0039993328068335396,8
128,0.00036667976644752379,1.3066068785521876e-06,0,0,-0.0036671151982492489,1.124100812432971e-15,-0.16156885666599763,0.0034157923099918759,8
129,4.3250188940284131e-06,1.1775827744047997e-05,0,0,-0.0020834443555095561,7.049916206369744e-15,-0.1011437827017545,0.0027121996009053266,8
130,0.00021777109990246197,1.75314835293662e-07,0,0,-0.00082085272120835384,3.9412917374193057e-15,-0.048762384212317045,0.0018968580712334846,8
131,0.00054410520194081316,2.5709171778050213e-05,0,0,-0.00010137317669389745,1.8873791418627661e-15,-0.012723720480330769,0.00099241612122499562,8
132,0.00014735246365482892,7.0185850888845397e-07,0,0,-8.8393894799310146e-05,6.1617377866696188e-15,-0.00012633969360109631,0.00015991641614430092,8
133,4.9608892695997198e-06,6.5041698872839355e-07,0,0,-0.0008371622756264685,3.8857805861880479e-15,-0.014885537605145771,0.0010028682930586007,8
134,0.00077392271442462972,1.6657534738999557e-05,0,0,-0.0022737385806923527,-1.9984014443252818e-15,-0.056452307431225535,0.0019735745235927205,8
135,3.1412437322445662e-05,4.9540028049626652e-09,0,0,-0.0042125802852179817,7.1054273576010019e-15,-0.11980970222930409,0.0028887062439437419,8
136,0.0032246320596705518,4.8074993286686275e-09,0,0,-0.0064055535686016185,-5.9952043329758453e-15,-0.19677508506677555,0.003711936783477547,8
137,5.7046233691257073e-06,8.065255516738565e-07,0,0,-0.0086020178050212337,5.773159728050814e-15,-0.27806436280285851,0.0044202787864088605,8
138,4.7730030473035957e-06,9.8554916135845712e-06,0,0,-0.01059812728436782,6.2172489379008766e-15,-0.35531829429639927,0.0050030824515858857,8
139,9.2891532019657742e-06,2.2977045191981319e-10,0,0,-0.012262484755392933,-1.3322676295501878e-15,-0.42245469883988029,0.0054606963506250803,8
140,0.012883995967468521,2.1420856762063677e-05,0,0,-0.01353745398268158,8.8817841970012523e-16,-0.47611848011908364,0.005801871585679021,8
141,2.7324185316878872e-05,3.8171982920740098e-05,0,0,-0.014423846574080024,-2.4424906541753444e-15,-0.5153818648928401,0.0060405842188796174,8
142,0.00081180771256222841,1.126950981449393e-06,0,0,-0.014958935057900136,1.1657341758564144e-15,-0.54103282407826403,0.0061929705995944374,8
143,0.0017282780645692304,1.0698881920341017e-07,0,0,-0.015195491190280016,-1.3530843112619095e-16,-0.55477741412235326,0.006274815723212198,8
144,0.00065664300460233473,4.405511984389159e-06,0,0,-0.015185802253521369,1.4432899320127035e-15,-0.55856455093421742,0.0062997533420482907,8
145,1.6526219660538847e-05,3.1063825188971095e-06,0,0,-0.0149715337572498,2.7755575615628914e-15,-0.55411496130379456,0.0062781332630901044,8
146,8.0200180174365615e-06,3.7333115354854502e-07,0,0,-0.01457864698661071,1.3322676295501878e-15,-0.54265087286359037,0.0062164127178141251,8
147,0.00010244801268838472,5.7397608574366119e-06,0,0,-0.014016169011934476,4.8849813083506888e-15,-0.52478761687978004,0.006116917203811854,8
148,0.00018012720815988628,1.1412459750273937e-06,0,0,-0.013277949094002039,1.0658141036401503e-14,-0.50054894540338957,0.0059778595817372854,8
149,0.00039687191871850609,2.1657601330517929e-07,0,0,-0.012347143399164651,-1.7763568394002505e-15,-0.46948628058810726,0.005793574990846412,8
150,0.00010432707124343127,2.0074315596762316e-06,0,0,-0.011203681398086474,-9.3258734068513149e-15,-0.4309030133311218,0.0055550011279432883,8
151,3.8464708509806024e-05,1.621912075553348e-05,0,0,-0.0098350693181821214,1.532107773982716e-14,-0.38419602846427736,0.0052504906784231926,8
152,6.473420292987838e-07,1.4775030179280536e-06,0,0,-0.0082502825508932176,2.6867397195928788e-14,-0.32931667268079678,0.0048670667726214518,8
153,0.0034497267416734052,2.3284496191185377e-07,0,0,-0.0064949993823972818,1.7541523789077473e-14,-0.26731334378517602,0.0043922031304605745,8
154,3.4536393249890973e-05,3.6355677484282541e-05,0,0,-0.0046642118312192338,-1.3322676295501878e-15,-0.20084761334281609,0.0038161133932825314,8
155,6.3367374014668715e-05,4.1905020059074113e-08,0,0,-0.0029061992577759099,-1.1324274851176597e-14,-0.13449552970360656,0.0031343819237459394,8
156,0.00075552366318061386,8.2672128342433995e-08,0,0,-0.0014116079530062109,3.7747582837255322e-15,-0.074603540118857836,0.0023506680526018111,8
157,0.00031721719163380112,3.1997236282190997e-06,0,0,-0.00038463712243341774,2.6645352591003757e-14,-0.028527615006012752,0.0014798251623542743,8
158,0.00022862863273773732,3.4754732849154963e-05,0,0,-2.9936577305988976e-07,2.3536728122053319e-14,-0.0032800634001191042,0.00056463101973033521,8
159,0.0028820947618668586,1.0727743626853922e-05,0,0,-0.00035976866374909378,3.7747582837255322e-15,-0.0038931681959866182,0.00052558077124277005,8
160,0.00030560654738864265,3.4131215630218072e-10,0,0,-0.0014600491783838265,7.1054273576010019e-15,-0.03203658703727541,0.0014794937088817191,8
161,1.0505582521618255e-07,1.7322380449018449e-06,0,0,-0.003190636893066312,-1.5543122344752192e-14,-0.085428318768862255,0.0024296209129583877,8
162,0.0018942882625649917,3.5632651589186731e-08,0,0,-0.0053591875906846553,1.6875389974302379e-14,-0.15829994609450182,0.0033190155470597471,8
163,7.584611748796931e-06,4.4037429898459321e-07,0,0,-0.0077362108965779441,2.2648549702353193e-14,-0.24274605641782898,0.0041194767748765366,8
164,0.00014657403491587825,2.7923311049361045e-06,0,0,-0.010102313006143504,4.2632564145606011e-14,-0.33044757015940718,0.0048141645475541627,8
165,0.0033541373418029177,1.9553119411403616e-08,0,0,-0.012283378662036881,2.6645352591003757e-14,-0.41418736862685179,0.0053963278499686426,8
166,0.0019095305420422767,8.900305859347848e-06,0,0,-0.01416673260536605,-6.2172489379008766e-15,-0.48876867781666178,0.005867768281719146,8
167,0.00018391846092557617,5.4501190123629661e-05,0,0,-0.015699561438005993,6.2172489379008766e-15,-0.55124810639203581,0.0062365615314189885,8
168,0.00050670484868038678,2.6498339810678735e-06,0,0,-0.016875834788520727,7.1054273576010019e-15,-0.60063639535589708,0.0065144969294483835,8
169,0.0010477139425303509,1.5774627418099922e-06,0,0,-0.017718826496605722,-7.5495165674510645e-15,-0.63731930480316112,0.0067146940217928004,8
170,9.6850207371453362e-07,4.5990255490868301e-07,0,0,-0.018264522330971866,-7.4384942649885488e-15,-0.66242611430312914,0.0068496725887709879,8
171,2.7337425152116806e-05,5.0188253309829007e-06,0,0,-0.018548632190236669,1.429412144204889e-15,-0.67728874810508444,0.006929962166833812,8
172,0.0018542197496689537,4.5697235465488461e-06,0,0,-0.018597884849266014,-1.6792123247455493e-15,-0.68304940422542193,0.0069632054435349311,8
173,3.5488213071322992e-05,2.5648515561966974e-09,0,0,-0.018425202759720871,2.6645352591003757e-15,-0.68041863263815583,0.0069536507470187433,8
174,0.004302775580461893,4.7568415016086898e-07,0,0,-0.018028111548339387,-9.1038288019262836e-15,-0.66956324213943041,0.0069019290494479503,8
175,4.6968129954338321e-05,5.8285432331201573e-06,0,0,-0.017390011433592534,-3.9968028886505635e-15,-0.65010529518554439,0.006805048923287974,8
176,0.0020134333949411217,2.0754326424826657e-06,0,0,-0.016484396986251149,7.1054273576010019e-15,-0.62122764390933938,0.0066565987298920718,8
177,0.0017976133228695902,1.0015706215645421e-06,0,0,-0.015282459970427098,5.3290705182007514e-15,-0.58189653052730606,0.0064472024290457841,8
178,0.0014734471588411489,1.0627481119095683e-06,0,0,-0.013764450818069207,-4.4408920985006262e-15,-0.53121684674488989,0.0061653181208313193,8
179,6.283461774218625e-05,1.7516227649452772e-06,0,0,-0.011934415417236721,1.7763568394002505e-15,-0.46891982035975488,0.0057984789865129279,8
180,0.0029901131986483829,2.3095736637277459e-06,0,0,-0.0098363030645280958,-7.9936057773011271e-15,-0.39593771368316766,0.0053350351831821215,8
181,2.5680521118053967e-05,2.046893099231028e-07,0,0,-0.0075672018391230722,2.2204460492503131e-14,-0.31494722351898474,0.004766348538303454,8
182,0.00055401558109533801,7.5579855408563268e-08,0,0,-0.0052815457719077585,-1.0658141036401503e-14,-0.23068537183178961,0.0040892272303990011,8
183,0.00076615317090920258,2.3775334468095132e-05,0,0,-0.003180171261966791,-4.4408920985006262e-16,-0.14980757924865884,0.0033082196564389421,8
184,0.0013024658881411401,5.8858528386086659e-05,0,0,-0.0014815902065379305,1.5099033134902129e-14,-0.080126623102785288,0.0024373788085582716,8
185,0.00037860776323097087,2.8243987279075451e-06,0,0,-0.00037973728618823088,-1.021405182655144e-14,-0.029269962355243706,0.0015020423337989324,8
186,6.2843687597873314e-05,2.5617811775833113e-07,0,0,-4.8959947207549703e-10,-1.3322676295501878e-15,-0.0030662262962550813,0.00055691933989650071,8
187,3.8523494037987688e-05,6.6575894434286484e-07,0,0,-0.0003689502857895377,7.5495165674510645e-15,-0.0041778567463381933,0.0005475505384614299,8
188,6.906780221298935e-05,8.7256257794143816e-06,0,0,-0.0014094652507843364,3.9968028886505635e-15,-0.031485035505539827,0.0014675749726587601,8
